TimeStep,Temp,PotEnergy,TotEnergy,MeanSqDisp
0,8.951466e-01,-1.604422e-02,-1.335878e-02,8.215838e-03
1,8.806028e-01,-1.600324e-02,-1.336143e-02,1.638731e-02
2,8.564090e-01,-1.593415e-02,-1.336493e-02,2.446938e-02
3,8.226718e-01,-1.583645e-02,-1.336844e-02,3.241550e-02
4,7.796837e-01,-1.571077e-02,-1.337172e-02,4.017703e-02
5,7.280812e-01,-1.555889e-02,-1.337465e-02,4.770304e-02
6,6.690297e-01,-1.538425e-02,-1.337716e-02,5.494067e-02
7,6.044002e-01,-1.519242e-02,-1.337922e-02,6.183619e-02
8,5.368729e-01,-1.499145e-02,-1.338083e-02,6.833699e-02
9,4.698795e-01,-1.479169e-02,-1.338205e-02,7.439452e-02
10,4.073100e-01,-1.460492e-02,-1.338299e-02,7.996787e-02
11,3.529792e-01,-1.444275e-02,-1.338382e-02,8.502763e-02
12,3.099750e-01,-1.431459e-02,-1.338467e-02,8.955913e-02
13,2.801053e-01,-1.422594e-02,-1.338562e-02,9.356415e-02
14,2.636465e-01,-1.417763e-02,-1.338669e-02,9.706081e-02
15,2.594592e-01,-1.416619e-02,-1.338781e-02,1.000814e-01
16,2.653811e-01,-1.418503e-02,-1.338889e-02,1.026691e-01
17,2.787262e-01,-1.422604e-02,-1.338986e-02,1.048737e-01
18,2.967378e-01,-1.428091e-02,-1.339069e-02,1.067477e-01
19,3.169151e-01,-1.434213e-02,-1.339138e-02,1.083428e-01
20,3.371993e-01,-1.440351e-02,-1.339191e-02,1.097073e-01
21,3.560460e-01,-1.446047e-02,-1.339234e-02,1.108843e-01
22,3.724203e-01,-1.450993e-02,-1.339266e-02,1.119104e-01
23,3.857449e-01,-1.455013e-02,-1.339290e-02,1.128151e-01
24,3.958258e-01,-1.458054e-02,-1.339306e-02,1.136214e-01
25,4.027692e-01,-1.460149e-02,-1.339319e-02,1.143456e-01
26,4.069005e-01,-1.461397e-02,-1.339327e-02,1.149985e-01
27,4.086921e-01,-1.461939e-02,-1.339331e-02,1.155863e-01
28,4.087033e-01,-1.461945e-02,-1.339334e-02,1.161112e-01
29,4.075331e-01,-1.461598e-02,-1.339338e-02,1.165729e-01
30,4.057825e-01,-1.461075e-02,-1.339340e-02,1.169695e-01
31,4.040211e-01,-1.460551e-02,-1.339345e-02,1.172980e-01
32,4.027514e-01,-1.460176e-02,-1.339351e-02,1.175559e-01
33,4.023719e-01,-1.460069e-02,-1.339357e-02,1.177413e-01
34,4.031426e-01,-1.460309e-02,-1.339366e-02,1.178537e-01
35,4.051637e-01,-1.460925e-02,-1.339376e-02,1.178945e-01
36,4.083757e-01,-1.461899e-02,-1.339386e-02,1.178667e-01
37,4.125846e-01,-1.463172e-02,-1.339397e-02,1.177754e-01
38,4.175076e-01,-1.464660e-02,-1.339407e-02,1.176267e-01
39,4.228287e-01,-1.466263e-02,-1.339414e-02,1.174278e-01
40,4.282513e-01,-1.467893e-02,-1.339417e-02,1.171861e-01
41,4.335356e-01,-1.469478e-02,-1.339417e-02,1.169091e-01
42,4.385150e-01,-1.470968e-02,-1.339413e-02,1.166036e-01
43,4.430919e-01,-1.472334e-02,-1.339407e-02,1.162760e-01
44,4.472211e-01,-1.473565e-02,-1.339399e-02,1.159318e-01
45,4.508897e-01,-1.474656e-02,-1.339389e-02,1.155760e-01
46,4.541045e-01,-1.475610e-02,-1.339378e-02,1.152127e-01
47,4.568870e-01,-1.476435e-02,-1.339369e-02,1.148454e-01
48,4.592730e-01,-1.477144e-02,-1.339362e-02,1.144770e-01
49,4.613104e-01,-1.477748e-02,-1.339355e-02,1.141097e-01
50,4.630523e-01,-1.478266e-02,-1.339350e-02,1.137455e-01
51,4.645475e-01,-1.478709e-02,-1.339345e-02,1.133860e-01
52,4.658324e-01,-1.479088e-02,-1.339339e-02,1.130325e-01
53,4.669285e-01,-1.479407e-02,-1.339329e-02,1.126861e-01
54,4.678428e-01,-1.479669e-02,-1.339316e-02,1.123478e-01
55,4.685713e-01,-1.479874e-02,-1.339303e-02,1.120185e-01
56,4.691015e-01,-1.480020e-02,-1.339290e-02,1.116988e-01
57,4.694165e-01,-1.480102e-02,-1.339278e-02,1.113893e-01
58,4.695020e-01,-1.480112e-02,-1.339261e-02,1.110900e-01
59,4.693551e-01,-1.480050e-02,-1.339244e-02,1.108008e-01
60,4.689898e-01,-1.479921e-02,-1.339224e-02,1.105213e-01
61,4.684371e-01,-1.479736e-02,-1.339205e-02,1.102504e-01
62,4.677360e-01,-1.479506e-02,-1.339185e-02,1.099870e-01
63,4.669189e-01,-1.479238e-02,-1.339163e-02,1.097297e-01
64,4.659994e-01,-1.478941e-02,-1.339141e-02,1.094770e-01
65,4.649688e-01,-1.478614e-02,-1.339123e-02,1.092272e-01
66,4.638060e-01,-1.478248e-02,-1.339106e-02,1.089784e-01
67,4.624979e-01,-1.477840e-02,-1.339091e-02,1.087286e-01
68,4.610593e-01,-1.477393e-02,-1.339075e-02,1.084755e-01
69,4.595425e-01,-1.476925e-02,-1.339063e-02,1.082163e-01
70,4.580335e-01,-1.476461e-02,-1.339051e-02,1.079480e-01
71,4.566421e-01,-1.476034e-02,-1.339041e-02,1.076676e-01
72,4.554958e-01,-1.475681e-02,-1.339033e-02,1.073719e-01
73,4.547381e-01,-1.475444e-02,-1.339023e-02,1.070582e-01
74,4.545234e-01,-1.475372e-02,-1.339015e-02,1.067240e-01
75,4.549950e-01,-1.475505e-02,-1.339007e-02,1.063678e-01
76,4.562509e-01,-1.475875e-02,-1.339000e-02,1.059894e-01
77,4.583070e-01,-1.476489e-02,-1.338997e-02,1.055896e-01
78,4.610766e-01,-1.477320e-02,-1.338997e-02,1.051711e-01
79,4.643762e-01,-1.478311e-02,-1.338998e-02,1.047378e-01
80,4.679589e-01,-1.479386e-02,-1.338998e-02,1.042948e-01
81,4.715636e-01,-1.480467e-02,-1.338998e-02,1.038478e-01
82,4.749637e-01,-1.481482e-02,-1.338993e-02,1.034028e-01
83,4.780001e-01,-1.482386e-02,-1.338986e-02,1.029655e-01
84,4.805906e-01,-1.483159e-02,-1.338982e-02,1.025409e-01
85,4.827167e-01,-1.483792e-02,-1.338977e-02,1.021335e-01
86,4.843972e-01,-1.484291e-02,-1.338972e-02,1.017470e-01
87,4.856591e-01,-1.484664e-02,-1.338966e-02,1.013844e-01
88,4.865193e-01,-1.484915e-02,-1.338959e-02,1.010483e-01
89,4.869848e-01,-1.485051e-02,-1.338955e-02,1.007402e-01
90,4.870698e-01,-1.485076e-02,-1.338955e-02,1.004612e-01
91,4.868182e-01,-1.485001e-02,-1.338956e-02,1.002117e-01
92,4.863172e-01,-1.484855e-02,-1.338960e-02,9.999105e-02
93,4.856914e-01,-1.484673e-02,-1.338966e-02,9.979839e-02
94,4.850791e-01,-1.484500e-02,-1.338976e-02,9.963233e-02
95,4.846012e-01,-1.484371e-02,-1.338991e-02,9.949153e-02
96,4.843352e-01,-1.484308e-02,-1.339007e-02,9.937493e-02
97,4.843041e-01,-1.484315e-02,-1.339024e-02,9.928191e-02
98,4.844813e-01,-1.484384e-02,-1.339040e-02,9.921239e-02
99,4.848019e-01,-1.484493e-02,-1.339052e-02,9.916679e-02
100,8.974079e-01,-1.483737e-02,-1.214515e-02,9.929085e-02
101,8.886957e-01,-1.481150e-02,-1.214542e-02,9.974816e-02
102,8.741410e-01,-1.476811e-02,-1.214568e-02,1.005198e-01
103,8.542456e-01,-1.470867e-02,-1.214593e-02,1.015748e-01
104,8.297139e-01,-1.463529e-02,-1.214615e-02,1.028719e-01
105,8.014821e-01,-1.455078e-02,-1.214633e-02,1.043623e-01
106,7.707768e-01,-1.445875e-02,-1.214642e-02,1.059928e-01
107,7.391394e-01,-1.436392e-02,-1.214650e-02,1.077081e-01
108,7.083471e-01,-1.427160e-02,-1.214656e-02,1.094544e-01
109,6.802149e-01,-1.418728e-02,-1.214664e-02,1.111826e-01
110,6.563381e-01,-1.411578e-02,-1.214677e-02,1.128506e-01
111,6.378719e-01,-1.406058e-02,-1.214696e-02,1.144260e-01
112,6.254088e-01,-1.402346e-02,-1.214724e-02,1.158866e-01
113,6.189507e-01,-1.400445e-02,-1.214760e-02,1.172208e-01
114,6.179420e-01,-1.400183e-02,-1.214801e-02,1.184265e-01
115,6.213547e-01,-1.401253e-02,-1.214846e-02,1.195099e-01
116,6.278340e-01,-1.403244e-02,-1.214893e-02,1.204833e-01
117,6.359005e-01,-1.405707e-02,-1.214937e-02,1.213625e-01
118,6.441806e-01,-1.408224e-02,-1.214970e-02,1.221645e-01
119,6.516091e-01,-1.410474e-02,-1.214992e-02,1.229056e-01
120,6.575367e-01,-1.412266e-02,-1.215005e-02,1.235994e-01
121,6.616894e-01,-1.413517e-02,-1.215011e-02,1.242564e-01
122,6.640088e-01,-1.414220e-02,-1.215017e-02,1.248841e-01
123,6.644816e-01,-1.414370e-02,-1.215025e-02,1.254869e-01
124,6.630617e-01,-1.413952e-02,-1.215034e-02,1.260667e-01
125,6.596988e-01,-1.412950e-02,-1.215040e-02,1.266223e-01
126,6.544213e-01,-1.411370e-02,-1.215043e-02,1.271502e-01
127,6.474158e-01,-1.409266e-02,-1.215041e-02,1.276438e-01
128,6.390732e-01,-1.406756e-02,-1.215034e-02,1.280938e-01
129,6.299902e-01,-1.404022e-02,-1.215025e-02,1.284889e-01
130,6.209262e-01,-1.401295e-02,-1.215017e-02,1.288166e-01
131,6.127292e-01,-1.398826e-02,-1.215008e-02,1.290643e-01
132,6.062450e-01,-1.396870e-02,-1.214996e-02,1.292202e-01
133,6.022170e-01,-1.395653e-02,-1.214988e-02,1.292750e-01
134,6.011855e-01,-1.395337e-02,-1.214982e-02,1.292225e-01
135,6.034032e-01,-1.396001e-02,-1.214980e-02,1.290608e-01
136,6.087894e-01,-1.397618e-02,-1.214981e-02,1.287924e-01
137,6.169366e-01,-1.400066e-02,-1.214985e-02,1.284240e-01
138,6.271774e-01,-1.403149e-02,-1.214995e-02,1.279664e-01
139,6.387016e-01,-1.406615e-02,-1.215005e-02,1.274332e-01
