PosX,PosY,PosZ,VelX,VelY,VelZ,Speed
2.222307e+01,5.294974e-02,2.215299e+01,-4.865275e-01,-5.387922e-01,3.839300e-02,7.269664e-01
7.897373e-01,8.517063e-01,2.212964e+01,2.506248e-01,4.309683e-01,9.002696e-01,1.029093e+00
8.858196e-01,7.887796e-02,8.370483e-01,4.254046e-01,3.910902e-01,4.095128e-01,7.082523e-01
2.221550e+01,7.462176e-01,6.813740e-01,-5.225310e-01,-7.310164e-01,5.841737e-02,9.004644e-01
1.634699e+00,4.037046e-02,4.515600e-02,-2.308983e-01,9.420587e-02,1.087590e-01,2.720612e-01
2.418064e+00,7.644179e-01,2.220538e+01,8.246762e-02,-1.198967e-01,-2.724673e-01,3.088924e-01
2.460045e+00,4.595318e-02,8.010128e-01,2.841224e-01,1.405385e-01,1.026230e+00,1.074069e+00
1.622078e+00,8.392557e-01,8.229157e-01,-6.086196e-01,4.498711e-01,-2.589266e-02,7.572795e-01
3.106270e+00,2.221092e+01,2.222016e+01,-1.699263e-01,-3.183425e-02,-2.148796e-01,2.757927e-01
3.935235e+00,7.683634e-01,2.761468e-02,4.743809e-01,-3.247539e-01,-7.478438e-02,5.797370e-01
3.928966e+00,2.326701e-02,8.316067e-01,-2.524397e-02,-1.786002e+00,1.955744e-01,1.796856e+00
3.261506e+00,8.371666e-01,7.968483e-01,1.316300e+00,4.078815e-01,2.660449e-01,1.403493e+00
4.739541e+00,4.073285e-02,2.220296e+01,-1.847369e-02,4.796116e-01,2.932434e-01,5.624591e-01
5.638301e+00,8.057134e-01,2.216704e+01,4.353046e-01,7.182110e-01,-2.167031e-01,8.673392e-01
5.590634e+00,2.221054e+01,7.940110e-01,-8.034602e-01,-5.813371e-01,1.683474e-01,1.005904e+00
4.740563e+00,7.613171e-01,7.317818e-01,-6.844677e-01,-8.498795e-01,-3.707552e-01,1.152498e+00
6.308123e+00,2.215052e+01,2.217364e+01,-1.909804e-01,-5.603829e-01,-4.081917e-02,5.934380e-01
7.081895e+00,7.512776e-01,8.944801e-03,-7.640712e-01,1.101066e+00,9.105105e-01,1.620241e+00
7.144345e+00,6.344561e-02,7.837412e-01,4.841151e-01,4.781494e-01,-6.005225e-01,9.075360e-01
6.377163e+00,7.388058e-01,8.219540e-01,-4.072618e-01,-7.920014e-01,1.054677e+00,1.380389e+00
7.936041e+00,2.098334e-02,2.218714e+01,-2.848929e-01,-6.146766e-01,9.621985e-01,1.176783e+00
8.758353e+00,7.476714e-01,2.219283e+01,-6.899255e-01,2.066004e-01,-1.828334e-01,7.430404e-01
8.723299e+00,4.774013e-02,6.944440e-01,-6.303727e-01,6.588949e-01,3.029610e-01,9.608838e-01
7.916947e+00,7.899735e-01,7.171543e-01,4.100454e-01,-1.658968e-02,1.149212e-01,4.261682e-01
9.506000e+00,5.465136e-02,2.220911e+01,-8.814397e-01,4.253987e-01,5.370613e-01,1.116394e+00
1.027575e+01,8.558215e-01,2.221683e+01,6.728884e-02,-5.141087e-02,1.709473e-01,1.907717e-01
1.037068e+01,4.368345e-02,7.533835e-01,4.152217e-01,-7.989857e-01,-1.806885e-01,9.183874e-01
9.579102e+00,8.467901e-01,7.564452e-01,4.482999e-01,9.092290e-01,2.918201e-01,1.054907e+00
1.110809e+01,7.043567e-02,4.043454e-02,-5.234218e-01,-9.682831e-01,-1.293869e-01,1.108280e+00
1.190108e+01,9.148521e-01,3.724833e-02,1.807357e-01,9.815381e-01,4.062170e-01,1.077541e+00
1.193692e+01,7.187602e-02,8.238524e-01,-3.456981e-02,-8.335499e-01,-3.273087e-01,8.961760e-01
1.105307e+01,8.898565e-01,8.180223e-01,6.495615e-01,-3.989980e-01,-3.529673e-01,8.400687e-01
1.269327e+01,4.791989e-03,6.727308e-03,-2.195298e-01,-3.665068e-01,7.587320e-02,4.339094e-01
1.346176e+01,7.978183e-01,3.264876e-02,-1.650341e-01,5.959978e-01,9.229035e-01,1.110946e+00
1.346161e+01,5.257935e-02,7.908097e-01,6.339248e-03,1.944618e-01,-7.795207e-01,8.034352e-01
1.272677e+01,7.702998e-01,7.542527e-01,5.677015e-01,-3.879233e-01,8.655904e-01,1.105448e+00
1.436699e+01,1.997353e-02,2.218983e+01,6.908638e-01,1.222679e+00,9.424714e-02,1.407523e+00
1.513248e+01,7.924863e-01,2.219232e+01,9.461541e-01,2.544685e-01,-9.312405e-01,1.351729e+00
1.508224e+01,7.356426e-04,7.262250e-01,-2.652424e-01,-7.528614e-01,6.785006e-02,8.010976e-01
1.428822e+01,7.699472e-01,8.558170e-01,-1.631312e-01,5.649225e-01,-7.899323e-01,9.847549e-01
1.592669e+01,2.217034e+01,2.212277e+01,-1.029456e+00,-4.405621e-02,-9.005525e-02,1.034326e+00
1.674604e+01,8.019640e-01,2.220090e+01,9.631138e-01,-6.956223e-01,2.202712e-01,1.208304e+00
1.673425e+01,7.556258e-03,7.355166e-01,-1.834231e-01,6.828386e-01,-3.481896e-01,7.881298e-01
1.592961e+01,7.792766e-01,7.661281e-01,-3.321096e-01,2.918129e-01,-4.646196e-01,6.413446e-01
1.744976e+01,2.215604e+01,2.213245e+01,-8.456003e-01,2.895779e-01,-8.005747e-01,1.199923e+00
1.829744e+01,8.459646e-01,2.219143e+01,1.169030e-01,5.120968e-01,4.845183e-01,7.146100e-01
1.826144e+01,2.220619e+01,7.518358e-01,-4.082446e-01,3.370830e-01,-2.145493e-01,5.712443e-01
1.754508e+01,8.013344e-01,7.683280e-01,4.819970e-01,-7.174977e-01,3.708039e-01,9.405422e-01
1.902474e+01,4.821124e-02,2.217425e+01,5.587548e-01,-4.727626e-01,1.216931e-01,7.419707e-01
1.984040e+01,8.224812e-01,2.213226e+01,2.317183e-01,2.141932e-01,-2.964387e-01,4.329527e-01
1.978449e+01,3.854364e-02,7.772655e-01,5.380376e-01,-9.478223e-02,5.187792e-01,7.533923e-01
1.902341e+01,7.288170e-01,7.521934e-01,8.876854e-03,3.546818e-01,2.805316e-02,3.559002e-01
2.064651e+01,2.217883e+01,2.220623e+01,-3.672047e-01,-1.130033e+00,4.408685e-01,1.267351e+00
2.132042e+01,8.504453e-01,2.220432e+01,6.764230e-01,1.104191e+00,1.593927e-01,1.304680e+00
2.141488e+01,5.799859e-02,7.547837e-01,-4.853356e-01,-1.652863e-01,4.273548e-01,6.674595e-01
2.056789e+01,8.004043e-01,7.177681e-01,3.821344e-01,3.837479e-01,6.775776e-02,5.457840e-01
2.217819e+01,1.589797e+00,2.637068e-02,1.575921e-01,6.362778e-01,-1.888957e-01,6.821776e-01
7.357055e-01,2.387995e+00,2.389198e-02,4.306495e-01,-5.180294e-02,2.010693e-01,4.780914e-01
7.680965e-01,1.520442e+00,7.631095e-01,-5.640622e-01,-1.139453e+00,-4.581096e-01,1.351438e+00
4.988263e-02,2.403064e+00,8.871946e-01,3.032297e-01,-4.581592e-02,6.279837e-01,6.988640e-01
1.667717e+00,1.597541e+00,2.219517e+01,-2.359860e-01,-1.100178e-01,-1.863499e-01,3.201868e-01
2.342113e+00,2.402100e+00,9.425461e-02,-4.830745e-01,-2.740732e-01,-8.845093e-03,5.554776e-01
2.367031e+00,1.663962e+00,8.073680e-01,-2.959915e-01,-6.563789e-01,-8.709892e-01,1.130074e+00
1.532610e+00,2.356855e+00,7.988287e-01,-2.883123e-01,4.704521e-01,-4.100868e-01,6.874739e-01
3.144497e+00,1.568623e+00,1.014837e-01,6.856594e-01,-4.611598e-01,-3.093369e-01,8.823188e-01
4.049544e+00,2.405374e+00,4.392131e-02,-1.372348e-01,2.611309e-01,-3.002442e-01,4.209149e-01
4.011664e+00,1.560291e+00,6.894049e-01,-4.813724e-01,3.395275e-01,-2.276357e-01,6.315191e-01
3.237428e+00,2.373941e+00,7.702105e-01,-3.105859e-01,4.608678e-02,4.799711e-01,5.735502e-01
4.848389e+00,1.697309e+00,2.220322e+01,-5.050517e-01,3.631001e-01,3.474918e-02,6.229980e-01
5.638437e+00,2.437527e+00,2.218849e+01,5.883613e-01,1.270669e+00,-1.209031e-01,1.405484e+00
5.546392e+00,1.624480e+00,7.630741e-01,8.479459e-02,4.246130e-02,-9.969254e-01,1.001426e+00
4.769444e+00,2.402312e+00,8.333008e-01,5.425528e-02,2.450256e-01,-3.429952e-01,4.250023e-01
6.416150e+00,1.604598e+00,2.219440e+01,1.000740e+00,4.086843e-01,-8.153913e-03,1.081004e+00
7.147616e+00,2.496597e+00,1.256692e-02,8.211703e-01,9.817619e-01,8.433891e-02,1.282689e+00
7.192099e+00,1.635809e+00,7.781347e-01,-8.022259e-02,-9.618752e-01,-4.725683e-01,1.074691e+00
6.349000e+00,2.354955e+00,7.697407e-01,-1.044855e+00,-2.369323e-02,-3.464574e-01,1.101052e+00
7.887197e+00,1.629293e+00,3.049826e-03,4.823184e-02,-2.623150e-02,1.984336e-01,2.058890e-01
8.681268e+00,2.411831e+00,2.221367e+01,6.443584e-01,1.417593e+00,3.607897e-01,1.598417e+00
