PosX,PosY,PosZ,VelX,VelY,VelZ,Speed
1.760808e-03,1.977556e-02,2.216876e+01,2.408365e-02,5.745017e-01,3.120868e-01,6.542403e-01
8.249284e-01,8.002999e-01,2.224535e-02,4.122257e-01,-7.657072e-01,2.517766e-01,9.053337e-01
8.075959e-01,2.217323e+01,7.568414e-01,-2.763531e-01,4.349517e-01,1.112388e-02,5.154394e-01
3.448690e-02,7.402260e-01,7.422784e-01,3.626774e-01,-3.738380e-01,9.702719e-02,5.298151e-01
1.630841e+00,2.864862e-02,3.235750e-02,2.279978e-02,-2.122577e-02,1.305490e-01,1.342140e-01
2.354583e+00,8.130447e-01,2.219576e+01,-8.203715e-01,-3.558377e-02,5.466652e-01,9.864676e-01
2.456736e+00,4.200873e-02,7.856062e-01,1.723801e-01,3.519749e-01,-1.478520e-01,4.188812e-01
1.563231e+00,8.307789e-01,8.000911e-01,7.852641e-01,5.018916e-02,-3.275546e-02,7.875479e-01
3.259360e+00,3.965651e-02,2.221288e+01,-7.485782e-01,1.381775e-01,-2.123790e-01,7.902957e-01
4.018976e+00,7.719116e-01,6.367878e-02,2.409780e-01,-1.390917e-01,-1.837121e-01,3.334172e-01
4.021640e+00,2.220926e+01,7.777912e-01,5.012630e-01,-2.354103e-03,5.564304e-02,5.043474e-01
3.203612e+00,7.926101e-01,7.830846e-01,7.831631e-01,-4.864106e-01,3.191779e-01,9.756097e-01
4.801144e+00,3.519129e-02,2.480792e-02,-9.249895e-03,2.964061e-01,-6.842951e-01,7.457895e-01
5.552674e+00,8.075015e-01,2.059174e-02,-1.419707e-01,-1.095624e+00,-4.675241e-01,1.199635e+00
5.626932e+00,4.277515e-02,8.730038e-01,1.153114e+00,-7.016752e-01,-1.591537e-01,1.359173e+00
4.724326e+00,8.302145e-01,8.645532e-01,-3.898498e-01,2.233980e-02,2.152378e-01,4.458803e-01
6.330032e+00,2.221796e+01,2.220559e+01,8.341555e-02,3.430375e-01,2.801998e-01,4.507159e-01
7.098196e+00,8.621685e-01,1.445443e-02,-7.505873e-01,7.563198e-01,-2.397107e-01,1.092182e+00
7.189325e+00,2.220608e+01,7.645643e-01,-2.069362e-01,9.676827e-02,-7.330362e-01,7.678078e-01
6.383252e+00,8.624174e-01,8.417184e-01,-1.461340e-02,-1.202928e-01,9.512501e-01,9.589373e-01
7.942254e+00,1.005069e-02,2.220257e+01,-1.593687e-01,6.153720e-01,1.200274e-01,6.469062e-01
8.739426e+00,8.251884e-01,9.761153e-03,-4.515738e-01,6.141488e-01,-3.333885e-01,8.320129e-01
8.732282e+00,2.215286e+01,7.757698e-01,2.814180e-01,1.712691e-01,1.645479e-01,3.682461e-01
7.958206e+00,8.329446e-01,7.878732e-01,4.620669e-01,3.186620e-01,4.514339e-01,7.203082e-01
9.531148e+00,2.220696e+01,2.221335e+01,-6.631211e-01,5.777113e-01,1.140793e+00,1.440447e+00
1.028388e+01,7.932685e-01,2.088449e-02,6.876955e-01,4.335820e-01,-4.873853e-01,9.478728e-01
1.033785e+01,2.221157e+01,7.683182e-01,3.893992e-03,-5.993800e-01,-4.664390e-02,6.012047e-01
9.519610e+00,7.752772e-01,7.714981e-01,1.200699e-01,-7.338379e-01,1.197023e+00,1.409184e+00
1.109699e+01,9.666121e-03,2.215968e+01,1.565150e-01,3.023152e-01,-8.675851e-01,9.319846e-01
1.190228e+01,7.948450e-01,1.798160e-02,-9.771330e-01,2.586501e-01,-3.487577e-01,1.069262e+00
1.187560e+01,2.219051e+01,7.444333e-01,-2.494547e-01,1.948776e-01,-8.545462e-03,3.166669e-01
1.116040e+01,7.853795e-01,8.506391e-01,-6.374052e-01,-5.924521e-01,-1.090251e-01,8.770241e-01
1.270346e+01,2.221955e+01,2.220614e+01,2.568177e-01,-7.209526e-01,-4.485115e-01,8.870685e-01
1.351541e+01,7.749437e-01,2.221852e+01,1.960136e-01,5.133328e-01,-7.456181e-01,9.262171e-01
1.344131e+01,2.417981e-03,8.647786e-01,4.475466e-02,2.800552e-01,-2.553118e-01,3.815993e-01
1.265558e+01,8.216312e-01,8.286017e-01,4.655640e-02,-2.451353e-02,3.088574e-01,3.133070e-01
1.429493e+01,2.215896e+01,2.220094e+01,4.249376e-02,-8.439551e-02,3.492694e-01,3.618251e-01
1.511837e+01,7.638920e-01,4.211978e-02,3.425770e-01,-8.297372e-01,-7.637283e-01,1.178602e+00
1.500937e+01,2.218168e+01,7.882222e-01,3.250236e-01,-2.936223e-03,-7.993963e-03,3.251352e-01
1.430766e+01,7.782319e-01,8.203965e-01,6.154139e-02,-2.784393e-01,-7.656129e-01,8.169939e-01
1.581195e+01,2.218453e+01,3.753483e-02,6.481029e-01,-1.392725e-01,4.317586e-01,7.911066e-01
1.665314e+01,7.983671e-01,5.581672e-03,-4.825125e-01,5.415340e-01,-1.029351e+00,1.259223e+00
1.668595e+01,2.046018e-02,7.964501e-01,2.637151e-01,1.380119e-01,-2.817538e-01,4.098513e-01
1.584289e+01,8.127003e-01,7.728713e-01,7.322531e-01,5.819122e-01,4.181339e-01,1.024525e+00
1.745107e+01,2.220592e+01,4.516359e-03,8.824562e-02,-4.997048e-01,2.229127e-01,5.542403e-01
1.831764e+01,8.068562e-01,2.943366e-02,6.100263e-01,-6.241430e-01,-2.626625e-02,8.731417e-01
1.823887e+01,2.221644e+01,7.290504e-01,-4.168438e-01,2.118170e-01,4.838459e-01,6.728537e-01
1.749427e+01,7.611885e-01,7.390356e-01,-6.681085e-02,8.854017e-01,-5.598462e-01,1.049680e+00
1.904561e+01,9.358873e-03,2.221594e+01,-7.544773e-01,4.632587e-01,-5.259845e-02,8.869110e-01
1.984416e+01,7.987733e-01,1.143097e-02,1.502742e-02,1.199013e+00,-2.541926e-01,1.225754e+00
1.985540e+01,7.602763e-02,7.730598e-01,5.546564e-02,-1.065573e+00,-3.205613e-01,1.114128e+00
1.908157e+01,8.788833e-01,8.018749e-01,4.737269e-01,1.101255e-01,4.642451e-03,4.863808e-01
2.060561e+01,2.221450e+01,2.212907e+01,-7.898940e-01,-2.415258e-01,-3.288842e-01,8.890625e-01
2.143239e+01,8.196072e-01,9.101767e-03,-2.876743e-01,5.854298e-01,-4.963563e-01,8.196671e-01
2.147478e+01,6.865393e-02,7.473162e-01,-8.164879e-01,8.720787e-02,-1.057958e-01,8.279194e-01
2.065880e+01,8.429018e-01,7.728743e-01,4.963100e-01,6.367927e-02,3.765153e-01,6.262128e-01
1.580449e-02,1.657465e+00,4.933085e-03,1.820666e-01,-1.941471e-01,-2.096547e-01,3.388163e-01
8.163991e-01,2.433814e+00,2.220954e+01,-6.775558e-01,4.604429e-01,4.906034e-01,9.548724e-01
7.941639e-01,1.633539e+00,8.174832e-01,3.787143e-01,3.212995e-01,-8.454383e-02,5.037911e-01
3.747178e-03,2.471041e+00,8.487653e-01,-2.221097e-01,3.372938e-01,5.450170e-01,6.783387e-01
1.543364e+00,1.630517e+00,2.210068e+01,4.890912e-01,8.458835e-01,4.187111e-01,1.063037e+00
2.428517e+00,2.358766e+00,2.215750e+01,6.639195e-02,-2.112597e-01,-1.532581e-01,2.693077e-01
2.384650e+00,1.587739e+00,7.379571e-01,6.216965e-01,-7.249131e-01,4.845371e-01,1.070879e+00
1.594970e+00,2.362941e+00,8.057830e-01,8.965658e-02,4.302217e-01,-6.823135e-01,8.115914e-01
3.255126e+00,1.582491e+00,2.217711e+01,3.920518e-01,6.605378e-01,3.515453e-01,8.447478e-01
3.940656e+00,2.460853e+00,9.613875e-02,3.103495e-02,-3.183855e-01,6.131510e-01,6.915827e-01
3.952656e+00,1.573084e+00,8.231247e-01,-6.040542e-01,5.584815e-02,1.725128e-01,6.306831e-01
3.171092e+00,2.422300e+00,7.872378e-01,-1.118489e-01,2.381434e-03,6.638232e-01,6.731843e-01
4.797581e+00,1.591598e+00,4.067522e-02,4.336790e-01,-2.038071e-01,3.134158e-01,5.725768e-01
5.555538e+00,2.388208e+00,2.220953e+01,-9.630827e-01,6.795696e-02,-2.597851e-01,9.998174e-01
5.583456e+00,1.602555e+00,8.028313e-01,-4.509687e-01,1.475889e-01,1.784769e-01,5.069608e-01
4.769204e+00,2.401987e+00,7.838578e-01,-9.507456e-02,5.090349e-01,-2.028044e-01,5.561343e-01
6.324712e+00,1.610370e+00,8.573119e-03,1.146090e+00,-1.907268e-01,8.804598e-02,1.165183e+00
7.139706e+00,2.355317e+00,5.676926e-02,-3.438970e-01,-5.779867e-01,4.724376e-01,8.219070e-01
