Density,Temp,Energy,HeatCapCv,Pressure
6.000000e-01,5.957858e-01,-4.386361e+00,1.858051e+00,-9.762730e-02
6.000000e-01,5.920688e-01,-4.384989e+00,1.865125e+00,-1.066277e-01
6.000000e-01,5.921249e-01,-4.385191e+00,2.344322e+00,-9.535467e-02
6.000000e-01,5.930241e-01,-4.384868e+00,2.213636e+00,-1.091812e-01
6.000000e-01,5.913740e-01,-4.384056e+00,1.983651e+00,-1.153208e-01
6.000000e-01,6.420969e-01,-4.055200e+00,2.747940e+00,-1.089197e-01
6.000000e-01,6.433953e-01,-4.056426e+00,2.390339e+00,-9.180551e-02
6.000000e-01,6.473732e-01,-4.059092e+00,2.534693e+00,-6.661625e-02
6.000000e-01,6.456412e-01,-4.058417e+00,2.618367e+00,-7.261386e-02
6.000000e-01,6.417133e-01,-4.056438e+00,2.467139e+00,-1.000559e-01
6.000000e-01,6.856325e-01,-3.773946e+00,2.632434e+00,-7.854079e-02
6.000000e-01,6.856809e-01,-3.774127e+00,1.882369e+00,-8.545330e-02
6.000000e-01,6.876892e-01,-3.775339e+00,1.945954e+00,-6.004040e-02
6.000000e-01,6.863954e-01,-3.773263e+00,1.866471e+00,-1.065359e-01
6.000000e-01,6.850474e-01,-3.772738e+00,1.943766e+00,-1.138475e-01
6.000000e-01,7.553261e-01,-3.206160e+00,1.913097e+00,-9.849509e-02
6.000000e-01,7.554318e-01,-3.207700e+00,2.005234e+00,-7.868468e-02
6.000000e-01,7.587169e-01,-3.208655e+00,1.833167e+00,-7.459865e-02
6.000000e-01,7.628588e-01,-3.210492e+00,1.929881e+00,-7.190187e-02
6.000000e-01,7.646350e-01,-3.212867e+00,1.930747e+00,-6.002730e-02
6.000000e-01,7.568873e-01,-3.112532e+00,2.034594e+00,-1.165291e-01
6.000000e-01,7.567391e-01,-3.112783e+00,1.828116e+00,-1.153194e-01
6.000000e-01,7.584304e-01,-3.113747e+00,2.570218e+00,-1.148804e-01
6.000000e-01,7.623862e-01,-3.115347e+00,1.837900e+00,-9.286465e-02
6.000000e-01,7.601054e-01,-3.115256e+00,1.796311e+00,-1.108181e-01
6.000000e-01,7.800817e-01,-3.030919e+00,2.312580e+00,-8.421067e-02
6.000000e-01,7.814667e-01,-3.031804e+00,1.673658e+00,-7.401637e-02
6.000000e-01,7.834200e-01,-3.032693e+00,2.178675e+00,-6.453632e-02
6.000000e-01,7.859401e-01,-3.033307e+00,2.355319e+00,-6.731976e-02
6.000000e-01,7.878801e-01,-3.034344e+00,1.969859e+00,-6.138245e-02
6.000000e-01,8.500600e-01,-2.801554e+00,2.234035e+00,3.621377e-02
6.000000e-01,8.517368e-01,-2.802444e+00,1.879426e+00,6.254093e-02
6.000000e-01,8.569765e-01,-2.803246e+00,1.923143e+00,5.140098e-02
6.000000e-01,8.542187e-01,-2.803066e+00,2.443574e+00,5.773608e-02
6.000000e-01,8.571387e-01,-2.803316e+00,1.952266e+00,4.286434e-02
6.000000e-01,8.921977e-01,-2.714090e+00,1.988594e+00,1.346590e-01
6.000000e-01,8.932229e-01,-2.714150e+00,1.919012e+00,1.335043e-01
6.000000e-01,8.925044e-01,-2.714639e+00,1.915442e+00,1.358293e-01
6.000000e-01,8.947448e-01,-2.714539e+00,1.713153e+00,1.375170e-01
6.000000e-01,8.950527e-01,-2.714616e+00,1.972804e+00,1.362835e-01
8.000000e-01,1.082106e-01,-7.259088e+00,4.798802e+00,-6.888013e-01
8.000000e-01,1.090607e-01,-7.259677e+00,4.106474e+00,-6.708659e-01
8.000000e-01,1.089529e-01,-7.258484e+00,2.639716e+00,-7.002995e-01
8.000000e-01,1.090722e-01,-7.258240e+00,1.879235e+00,-7.084063e-01
8.000000e-01,1.095533e-01,-7.259521e+00,2.774458e+00,-6.798857e-01
8.000000e-01,1.627558e-01,-7.100819e+00,2.407929e+00,-6.091280e-01
8.000000e-01,1.626869e-01,-7.101273e+00,2.247000e+00,-5.987393e-01
8.000000e-01,1.628795e-01,-7.100852e+00,7.506479e+00,-6.146102e-01
8.000000e-01,1.628825e-01,-7.100809e+00,4.444046e+00,-6.161824e-01
8.000000e-01,1.631789e-01,-7.101636e+00,2.240986e+00,-5.968325e-01
8.000000e-01,2.136002e-01,-6.940880e+00,9.115823e+00,-7.791231e-01
8.000000e-01,2.135802e-01,-6.941201e+00,3.948832e+00,-7.767894e-01
8.000000e-01,2.138047e-01,-6.941216e+00,2.257564e+00,-7.718998e-01
8.000000e-01,2.140724e-01,-6.941941e+00,3.604293e+00,-7.523052e-01
8.000000e-01,2.141451e-01,-6.942375e+00,2.251857e+00,-7.463885e-01
8.000000e-01,2.709125e-01,-6.723402e+00,2.546724e+00,-6.845231e-01
8.000000e-01,2.710750e-01,-6.723396e+00,3.684358e+00,-6.867142e-01
8.000000e-01,2.709009e-01,-6.723230e+00,3.189400e+00,-6.934003e-01
8.000000e-01,2.704442e-01,-6.723098e+00,2.334974e+00,-6.987685e-01
8.000000e-01,2.720757e-01,-6.724911e+00,3.145966e+00,-6.456479e-01
8.000000e-01,3.249710e-01,-6.573114e+00,2.551579e+00,-6.341959e-01
8.000000e-01,3.250588e-01,-6.573564e+00,1.215724e+02,-6.200332e-01
8.000000e-01,3.247651e-01,-6.573123e+00,2.454844e+00,-6.323285e-01
8.000000e-01,3.254325e-01,-6.573925e+00,2.842701e+00,-6.076808e-01
8.000000e-01,3.262065e-01,-6.574610e+00,2.632520e+00,-5.974071e-01
8.000000e-01,3.770485e-01,-6.351645e+00,2.270102e+00,-7.063791e-01
8.000000e-01,3.787259e-01,-6.353579e+00,2.875267e+00,-6.637893e-01
8.000000e-01,3.781604e-01,-6.353064e+00,3.366832e+00,-6.764433e-01
8.000000e-01,3.775791e-01,-6.351939e+00,2.163550e+00,-7.010863e-01
8.000000e-01,3.778954e-01,-6.351995e+00,3.099019e+00,-6.993776e-01
8.000000e-01,4.307102e-01,-6.169615e+00,2.167117e+00,-5.645118e-01
8.000000e-01,4.308292e-01,-6.170408e+00,3.056636e+00,-5.366815e-01
8.000000e-01,4.322417e-01,-6.170599e+00,4.203068e+00,-5.360725e-01
8.000000e-01,4.316278e-01,-6.170229e+00,1.988283e+00,-5.462472e-01
8.000000e-01,4.318071e-01,-6.170244e+00,3.569182e+00,-5.406009e-01
8.000000e-01,4.862993e-01,-5.854621e+00,2.147181e+00,-5.540261e-01
8.000000e-01,4.881628e-01,-5.855448e+00,3.268961e+00,-5.476583e-01
8.000000e-01,4.877440e-01,-5.855976e+00,1.788890e+00,-5.244649e-01
8.000000e-01,4.878362e-01,-5.855359e+00,1.948680e+00,-5.421584e-01
8.000000e-01,4.910035e-01,-5.856161e+00,4.954790e+00,-5.340767e-01
8.000000e-01,5.078132e-01,-5.218211e+00,2.222757e+00,-2.517238e-01
8.000000e-01,5.063990e-01,-5.218015e+00,2.763353e+00,-2.537817e-01
8.000000e-01,5.059549e-01,-5.218035e+00,3.807876e+00,-2.606235e-01
8.000000e-01,5.057183e-01,-5.218773e+00,1.128487e+01,-2.342649e-01
8.000000e-01,5.064661e-01,-5.219990e+00,2.247956e+00,-2.006588e-01
8.000000e-01,5.186215e-01,-4.954165e+00,2.934068e+00,-3.972529e-01
8.000000e-01,5.185001e-01,-4.954003e+00,2.580212e+00,-4.010765e-01
8.000000e-01,5.182021e-01,-4.953742e+00,2.554385e+00,-4.068429e-01
8.000000e-01,5.183073e-01,-4.954061e+00,2.875662e+00,-4.015275e-01
8.000000e-01,5.181448e-01,-4.953904e+00,4.078627e+00,-4.094384e-01
8.000000e-01,5.717851e-01,-4.817847e+00,2.289027e+00,-1.163294e-01
8.000000e-01,5.695324e-01,-4.817585e+00,2.057428e+00,-9.795004e-02
8.000000e-01,5.690161e-01,-4.817903e+00,2.282572e+00,-8.496114e-02
8.000000e-01,5.684734e-01,-4.817839e+00,2.121238e+00,-7.142233e-02
8.000000e-01,5.706068e-01,-4.818051e+00,2.317298e+00,-8.263747e-02
8.000000e-01,6.286645e-01,-4.664262e+00,2.499655e+00,2.711245e-01
8.000000e-01,6.310243e-01,-4.664168e+00,3.390143e+00,2.544595e-01
8.000000e-01,6.301466e-01,-4.664297e+00,4.267732e+00,2.658739e-01
8.000000e-01,6.299134e-01,-4.664085e+00,3.653287e+00,2.638718e-01
8.000000e-01,6.308714e-01,-4.664056e+00,2.036152e+00,2.499909e-01
8.000000e-01,6.394266e-01,-4.636435e+00,2.238640e+00,3.290275e-01
8.000000e-01,6.419977e-01,-4.636778e+00,2.232216e+00,3.216008e-01
8.000000e-01,6.414944e-01,-4.636596e+00,2.169757e+00,3.177379e-01
8.000000e-01,6.393763e-01,-4.636463e+00,2.433525e+00,3.214399e-01
8.000000e-01,6.414501e-01,-4.636492e+00,2.206602e+00,3.159599e-01
8.000000e-01,6.948688e-01,-4.505811e+00,2.540352e+00,5.993832e-01
8.000000e-01,6.947067e-01,-4.506039e+00,1.801164e+00,6.020010e-01
8.000000e-01,6.934766e-01,-4.505768e+00,2.386345e+00,6.067525e-01
8.000000e-01,6.925570e-01,-4.505520e+00,2.422538e+00,6.090423e-01
8.000000e-01,6.931812e-01,-4.505827e+00,2.430350e+00,6.096386e-01
8.000000e-01,7.545347e-01,-4.357094e+00,2.636564e+00,9.350205e-01
8.000000e-01,7.531297e-01,-4.356915e+00,1.996562e+00,9.317040e-01
8.000000e-01,7.519770e-01,-4.357208e+00,1.982538e+00,9.481706e-01
8.000000e-01,7.541925e-01,-4.356901e+00,2.433076e+00,9.152510e-01
8.000000e-01,7.542304e-01,-4.357035e+00,2.052549e+00,9.218779e-01
8.000000e-01,8.016321e-01,-4.239246e+00,2.129282e+00,1.186031e+00
8.000000e-01,8.003058e-01,-4.239078e+00,2.529439e+00,1.168612e+00
8.000000e-01,8.008175e-01,-4.239323e+00,2.836571e+00,1.180896e+00
8.000000e-01,8.011134e-01,-4.239350e+00,3.664488e+00,1.192213e+00
8.000000e-01,8.011310e-01,-4.239229e+00,2.097827e+00,1.182219e+00
8.000000e-01,8.554014e-01,-4.103609e+00,3.128453e+00,1.483936e+00
8.000000e-01,8.563789e-01,-4.103507e+00,1.511201e+01,1.475548e+00
8.000000e-01,8.561170e-01,-4.103785e+00,2.239079e+00,1.493412e+00
8.000000e-01,8.562931e-01,-4.103512e+00,1.998570e+00,1.468431e+00
8.000000e-01,8.562539e-01,-4.103406e+00,2.546031e+00,1.476174e+00
1.000000e+00,9.355762e-02,-7.758823e+00,2.496947e+00,-1.910201e+00
1.000000e+00,9.352311e-02,-7.758789e+00,6.859593e+00,-1.910019e+00
1.000000e+00,9.358810e-02,-7.758793e+00,1.946862e+00,-1.910386e+00
1.000000e+00,9.359166e-02,-7.758798e+00,2.203075e+00,-1.910564e+00
1.000000e+00,9.350756e-02,-7.758823e+00,2.574903e+00,-1.910397e+00
1.000000e+00,1.422928e-01,-7.617925e+00,2.832300e+00,-1.469760e+00
1.000000e+00,1.422988e-01,-7.617925e+00,2.926651e+00,-1.469777e+00
1.000000e+00,1.423835e-01,-7.617920e+00,3.514477e+00,-1.470177e+00
1.000000e+00,1.424708e-01,-7.617869e+00,2.555286e+00,-1.471342e+00
1.000000e+00,1.422388e-01,-7.617841e+00,2.112867e+00,-1.469000e+00
1.000000e+00,1.895610e-01,-7.482234e+00,2.280743e+00,-1.051578e+00
1.000000e+00,1.895115e-01,-7.482267e+00,1.760875e+00,-1.051632e+00
1.000000e+00,1.895820e-01,-7.482216e+00,5.894017e+00,-1.051888e+00
1.000000e+00,1.894285e-01,-7.482224e+00,2.443305e+00,-1.049915e+00
1.000000e+00,1.896211e-01,-7.482207e+00,1.884502e+00,-1.052378e+00
1.000000e+00,2.364973e-01,-7.347999e+00,2.604004e+00,-6.424826e-01
1.000000e+00,2.364988e-01,-7.348043e+00,3.277433e+00,-6.419843e-01
1.000000e+00,2.364576e-01,-7.348008e+00,1.365823e+01,-6.416674e-01
1.000000e+00,2.364319e-01,-7.348000e+00,5.966939e+00,-6.408129e-01
1.000000e+00,2.364903e-01,-7.347952e+00,2.317853e+00,-6.407410e-01
1.000000e+00,2.850384e-01,-7.209561e+00,2.352009e+00,-2.254878e-01
1.000000e+00,2.851521e-01,-7.209565e+00,2.433295e+00,-2.251061e-01
1.000000e+00,2.851054e-01,-7.209462e+00,2.338110e+00,-2.231201e-01
1.000000e+00,2.850263e-01,-7.209505e+00,2.888936e+00,-2.239516e-01
1.000000e+00,2.850766e-01,-7.209472e+00,2.560430e+00,-2.238828e-01
1.000000e+00,3.336973e-01,-7.071686e+00,2.418598e+00,1.895172e-01
1.000000e+00,3.338063e-01,-7.071693e+00,3.502226e+00,1.881629e-01
1.000000e+00,3.338896e-01,-7.071748e+00,2.715005e+00,1.877575e-01
1.000000e+00,3.332836e-01,-7.071813e+00,4.332505e+00,1.929428e-01
1.000000e+00,3.339035e-01,-7.071722e+00,3.906193e+00,1.874360e-01
1.000000e+00,3.799468e-01,-6.941724e+00,2.319158e+00,5.747305e-01
1.000000e+00,3.794913e-01,-6.941797e+00,2.977723e+00,5.777850e-01
1.000000e+00,3.797852e-01,-6.941862e+00,2.868726e+00,5.750985e-01
1.000000e+00,3.795737e-01,-6.941778e+00,3.885256e+00,5.754086e-01
1.000000e+00,3.798980e-01,-6.941721e+00,2.108017e+00,5.734443e-01
1.000000e+00,4.288303e-01,-6.803889e+00,3.711893e+00,9.794425e-01
1.000000e+00,4.287862e-01,-6.803906e+00,2.234728e+00,9.815462e-01
1.000000e+00,4.289643e-01,-6.803836e+00,4.579175e+00,9.810788e-01
1.000000e+00,4.286500e-01,-6.803763e+00,2.132443e+00,9.836041e-01
1.000000e+00,4.286786e-01,-6.803826e+00,2.495004e+00,9.829231e-01
1.000000e+00,4.779099e-01,-6.666368e+00,1.878952e+00,1.384303e+00
1.000000e+00,4.777599e-01,-6.666392e+00,2.752158e+00,1.383239e+00
1.000000e+00,4.777425e-01,-6.666336e+00,2.548577e+00,1.385855e+00
1.000000e+00,4.778152e-01,-6.666270e+00,2.374102e+00,1.384292e+00
1.000000e+00,4.780174e-01,-6.666273e+00,2.816593e+00,1.382283e+00
1.000000e+00,5.230098e-01,-6.541403e+00,3.958269e+00,1.743133e+00
1.000000e+00,5.220476e-01,-6.541451e+00,2.511280e+00,1.750369e+00
1.000000e+00,5.230112e-01,-6.541402e+00,2.340402e+00,1.743211e+00
1.000000e+00,5.226568e-01,-6.541384e+00,2.788638e+00,1.745727e+00
1.000000e+00,5.222616e-01,-6.541534e+00,3.549194e+00,1.746352e+00
1.000000e+00,5.700856e-01,-6.409090e+00,1.974877e+00,2.127110e+00
1.000000e+00,5.701500e-01,-6.409089e+00,2.998371e+00,2.126686e+00
1.000000e+00,5.699150e-01,-6.409031e+00,2.300040e+00,2.130595e+00
1.000000e+00,5.693590e-01,-6.409164e+00,2.041913e+00,2.131727e+00
1.000000e+00,5.701487e-01,-6.409004e+00,2.758873e+00,2.127086e+00
1.000000e+00,6.180645e-01,-6.275869e+00,3.806014e+00,2.511369e+00
1.000000e+00,6.175223e-01,-6.275950e+00,3.066462e+00,2.513153e+00
1.000000e+00,6.179496e-01,-6.275894e+00,2.872673e+00,2.509852e+00
1.000000e+00,6.174224e-01,-6.275948e+00,3.412582e+00,2.514586e+00
1.000000e+00,6.178530e-01,-6.275857e+00,3.764191e+00,2.512036e+00
1.000000e+00,6.667246e-01,-6.138752e+00,2.333278e+00,2.909628e+00
1.000000e+00,6.673977e-01,-6.138732e+00,1.868890e+00,2.904784e+00
1.000000e+00,6.670847e-01,-6.138800e+00,2.072814e+00,2.908703e+00
1.000000e+00,6.675079e-01,-6.138751e+00,2.133751e+00,2.902560e+00
1.000000e+00,6.672079e-01,-6.138792e+00,2.035211e+00,2.903884e+00
1.000000e+00,7.161423e-01,-6.002636e+00,2.802708e+00,3.293063e+00
1.000000e+00,7.163927e-01,-6.002583e+00,2.486173e+00,3.291277e+00
1.000000e+00,7.158935e-01,-6.002700e+00,1.902084e+00,3.294973e+00
1.000000e+00,7.161705e-01,-6.002662e+00,3.547066e+00,3.291785e+00
1.000000e+00,7.159881e-01,-6.002776e+00,3.920565e+00,3.293019e+00
1.000000e+00,7.628617e-01,-5.874712e+00,2.274178e+00,3.654466e+00
1.000000e+00,7.620983e-01,-5.874838e+00,3.821203e+00,3.659005e+00
1.000000e+00,7.626591e-01,-5.874630e+00,2.028566e+00,3.655976e+00
1.000000e+00,7.624782e-01,-5.874748e+00,2.727727e+00,3.655993e+00
1.000000e+00,7.630099e-01,-5.874699e+00,3.253997e+00,3.652001e+00
1.000000e+00,8.152145e-01,-5.730728e+00,2.242703e+00,4.057390e+00
1.000000e+00,8.143707e-01,-5.730906e+00,2.760267e+00,4.068549e+00
1.000000e+00,8.142875e-01,-5.730848e+00,2.394868e+00,4.067332e+00
1.000000e+00,8.148670e-01,-5.730850e+00,2.585027e+00,4.061158e+00
1.000000e+00,8.142785e-01,-5.730838e+00,2.795141e+00,4.064182e+00
1.000000e+00,8.592771e-01,-5.607422e+00,2.172235e+00,4.411184e+00
1.000000e+00,8.586651e-01,-5.607509e+00,2.297802e+00,4.410839e+00
1.000000e+00,8.584685e-01,-5.607474e+00,4.338597e+00,4.414467e+00
1.000000e+00,8.590353e-01,-5.607507e+00,2.606726e+00,4.412492e+00
1.000000e+00,8.587751e-01,-5.607531e+00,5.846099e+00,4.412895e+00
1.200000e+00,9.536958e-02,-7.559642e+00,2.998321e+00,1.401729e+01
1.200000e+00,9.533311e-02,-7.559644e+00,2.933023e+00,1.401770e+01
1.200000e+00,9.533855e-02,-7.559641e+00,3.263695e+00,1.401749e+01
1.200000e+00,9.539385e-02,-7.559637e+00,1.040989e+02,1.401695e+01
1.200000e+00,9.536945e-02,-7.559635e+00,2.636184e+00,1.401705e+01
1.200000e+00,1.419446e-01,-7.420393e+00,2.280001e+00,1.448118e+01
1.200000e+00,1.419680e-01,-7.420403e+00,2.499871e+00,1.448127e+01
1.200000e+00,1.419899e-01,-7.420410e+00,2.851435e+00,1.448125e+01
1.200000e+00,1.419246e-01,-7.420402e+00,2.124701e+00,1.448165e+01
1.200000e+00,1.419092e-01,-7.420406e+00,3.277827e+00,1.448183e+01
1.200000e+00,1.893142e-01,-7.279358e+00,2.086507e+00,1.494952e+01
1.200000e+00,1.892414e-01,-7.279358e+00,4.354127e+00,1.495018e+01
1.200000e+00,1.892969e-01,-7.279360e+00,2.831835e+00,1.494970e+01
1.200000e+00,1.892693e-01,-7.279353e+00,2.413954e+00,1.494974e+01
1.200000e+00,1.892427e-01,-7.279354e+00,2.201521e+00,1.495007e+01
1.200000e+00,2.357976e-01,-7.140893e+00,4.454031e+00,1.540895e+01
1.200000e+00,2.358822e-01,-7.140895e+00,3.116626e+00,1.540837e+01
1.200000e+00,2.359071e-01,-7.140892e+00,2.178993e+00,1.540790e+01
1.200000e+00,2.358784e-01,-7.140895e+00,2.937446e+00,1.540815e+01
1.200000e+00,2.358307e-01,-7.140899e+00,5.195832e+00,1.540865e+01
1.200000e+00,2.836832e-01,-6.999228e+00,4.683014e+00,1.587601e+01
1.200000e+00,2.837432e-01,-6.999242e+00,7.619101e+00,1.587586e+01
1.200000e+00,2.836649e-01,-6.999242e+00,3.108689e+00,1.587631e+01
1.200000e+00,2.837394e-01,-6.999232e+00,3.241350e+00,1.587543e+01
1.200000e+00,2.836157e-01,-6.999237e+00,2.577281e+00,1.587618e+01
1.200000e+00,3.305165e-01,-6.861004e+00,2.280156e+00,1.633110e+01
1.200000e+00,3.304289e-01,-6.860990e+00,2.939444e+00,1.633089e+01
1.200000e+00,3.305442e-01,-6.860982e+00,2.471282e+00,1.633016e+01
1.200000e+00,3.303260e-01,-6.860973e+00,3.364646e+00,1.633174e+01
1.200000e+00,3.306418e-01,-6.860992e+00,2.489035e+00,1.632945e+01
1.200000e+00,3.771680e-01,-6.723730e+00,2.686506e+00,1.677978e+01
1.200000e+00,3.771204e-01,-6.723728e+00,2.152258e+00,1.678056e+01
1.200000e+00,3.770239e-01,-6.723743e+00,2.494291e+00,1.678179e+01
1.200000e+00,3.771437e-01,-6.723744e+00,2.390583e+00,1.678107e+01
1.200000e+00,3.771150e-01,-6.723730e+00,4.176970e+00,1.678107e+01
1.200000e+00,4.247621e-01,-6.583879e+00,3.295066e+00,1.723725e+01
1.200000e+00,4.245709e-01,-6.583884e+00,2.538935e+00,1.723955e+01
1.200000e+00,4.245510e-01,-6.583873e+00,4.083413e+00,1.723897e+01
1.200000e+00,4.247281e-01,-6.583879e+00,2.476046e+00,1.723812e+01
1.200000e+00,4.245671e-01,-6.583863e+00,3.972382e+00,1.723842e+01
1.200000e+00,4.723449e-01,-6.443435e+00,2.927849e+00,1.769796e+01
1.200000e+00,4.726614e-01,-6.443460e+00,4.719012e+00,1.769587e+01
1.200000e+00,4.725930e-01,-6.443423e+00,3.097076e+00,1.769584e+01
1.200000e+00,4.725061e-01,-6.443403e+00,2.296385e+00,1.769544e+01
1.200000e+00,4.723303e-01,-6.443416e+00,2.262142e+00,1.769784e+01
1.200000e+00,5.196348e-01,-6.306383e+00,2.314209e+00,1.814147e+01
1.200000e+00,5.190532e-01,-6.306376e+00,3.913928e+00,1.814479e+01
1.200000e+00,5.199561e-01,-6.306429e+00,1.208672e+01,1.813837e+01
1.200000e+00,5.192647e-01,-6.306397e+00,3.592687e+00,1.814387e+01
1.200000e+00,5.194831e-01,-6.306419e+00,2.256058e+00,1.814325e+01
1.200000e+00,5.671111e-01,-6.166413e+00,2.573903e+00,1.859839e+01
1.200000e+00,5.673795e-01,-6.166429e+00,3.320353e+00,1.859716e+01
1.200000e+00,5.675532e-01,-6.166433e+00,5.005874e+00,1.859638e+01
1.200000e+00,5.674275e-01,-6.166421e+00,4.131984e+00,1.859749e+01
1.200000e+00,5.673440e-01,-6.166422e+00,2.508244e+00,1.859796e+01
1.200000e+00,6.115842e-01,-6.036937e+00,2.429509e+00,1.901863e+01
1.200000e+00,6.118072e-01,-6.036913e+00,2.583932e+00,1.901555e+01
1.200000e+00,6.119138e-01,-6.036940e+00,2.410857e+00,1.901588e+01
1.200000e+00,6.116090e-01,-6.036939e+00,3.739953e+00,1.901875e+01
1.200000e+00,6.115850e-01,-6.036916e+00,2.411659e+00,1.901717e+01
1.200000e+00,6.586976e-01,-5.900935e+00,7.758413e+00,1.945439e+01
1.200000e+00,6.583670e-01,-5.900925e+00,5.443635e+00,1.945623e+01
1.200000e+00,6.586912e-01,-5.900951e+00,5.385981e+00,1.945524e+01
1.200000e+00,6.585632e-01,-5.900968e+00,2.183653e+00,1.945616e+01
1.200000e+00,6.586817e-01,-5.900971e+00,2.379256e+00,1.945516e+01
5.000000e-01,1.069727e-01,-6.548241e+00,2.863243e+00,-1.719666e-01
5.000000e-01,1.071954e-01,-6.548689e+00,2.678399e+00,-1.632586e-01
5.000000e-01,1.070251e-01,-6.547907e+00,5.246588e+00,-1.796674e-01
5.000000e-01,1.077218e-01,-6.548979e+00,5.318027e+00,-1.581839e-01
5.000000e-01,1.076033e-01,-6.548214e+00,3.997932e+00,-1.742461e-01
5.000000e-01,1.635451e-01,-6.502279e+00,2.231153e+00,-1.417777e-01
5.000000e-01,1.639151e-01,-6.502288e+00,3.199936e+00,-1.409462e-01
5.000000e-01,1.636077e-01,-6.501993e+00,5.034983e+00,-1.464036e-01
5.000000e-01,1.643604e-01,-6.502733e+00,2.987194e+00,-1.330929e-01
5.000000e-01,1.643727e-01,-6.501691e+00,3.832157e+00,-1.547069e-01
5.000000e-01,2.192554e-01,-6.463698e+00,2.979507e+00,-1.009040e-01
5.000000e-01,2.193956e-01,-6.463685e+00,3.378793e+00,-1.008041e-01
5.000000e-01,2.193115e-01,-6.463992e+00,2.345085e+00,-9.685489e-02
5.000000e-01,2.203725e-01,-6.464932e+00,1.896344e+00,-8.261368e-02
5.000000e-01,2.205723e-01,-6.464132e+00,2.611410e+00,-9.744550e-02
5.000000e-01,2.686611e-01,-6.254331e+00,3.873158e+00,-1.198215e-01
