Density,Temp,Energy,HeatCapCv,Pressure
6.000000e-01,1.093319e-01,-6.692183e+00,2.134325e+00,-2.470804e-01
6.000000e-01,1.094608e-01,-6.692562e+00,3.523854e+00,-2.395092e-01
6.000000e-01,1.098758e-01,-6.692766e+00,2.136356e+00,-2.345414e-01
6.000000e-01,1.099240e-01,-6.692501e+00,5.687903e+00,-2.437771e-01
6.000000e-01,1.099455e-01,-6.692458e+00,7.052792e+00,-2.443939e-01
6.000000e-01,1.633732e-01,-6.458201e+00,2.850428e+00,-2.377014e-01
6.000000e-01,1.632607e-01,-6.458099e+00,3.010009e+00,-2.424185e-01
6.000000e-01,1.634636e-01,-6.458332e+00,7.814866e+00,-2.369434e-01
6.000000e-01,1.631837e-01,-6.458102e+00,3.007624e+00,-2.468962e-01
6.000000e-01,1.632675e-01,-6.458116e+00,2.370308e+00,-2.464468e-01
6.000000e-01,2.175398e-01,-6.587198e+00,2.539014e+00,-1.436626e-01
6.000000e-01,2.172999e-01,-6.586667e+00,1.999049e+00,-1.521831e-01
6.000000e-01,2.175669e-01,-6.586215e+00,1.637800e+01,-1.626184e-01
6.000000e-01,2.174768e-01,-6.586946e+00,2.997617e+01,-1.499211e-01
6.000000e-01,2.177105e-01,-6.587346e+00,2.365021e+00,-1.419727e-01
6.000000e-01,2.716354e-01,-6.118339e+00,3.334846e+00,-2.259396e-01
6.000000e-01,2.726621e-01,-6.119858e+00,3.842063e+00,-2.016898e-01
6.000000e-01,2.736846e-01,-6.120626e+00,2.497230e+00,-1.932968e-01
6.000000e-01,2.742862e-01,-6.120946e+00,5.618589e+00,-1.990112e-01
6.000000e-01,2.743100e-01,-6.119879e+00,3.244304e+00,-2.217641e-01
6.000000e-01,3.259888e-01,-6.000277e+00,1.782915e+00,-1.888342e-01
6.000000e-01,3.256736e-01,-5.999807e+00,3.955511e+00,-1.996918e-01
6.000000e-01,3.271219e-01,-6.001544e+00,4.871975e+00,-1.716110e-01
6.000000e-01,3.282551e-01,-6.003702e+00,2.540546e+00,-1.368869e-01
6.000000e-01,3.284618e-01,-6.002568e+00,2.796516e+00,-1.658789e-01
6.000000e-01,3.752455e-01,-5.660403e+00,2.127713e+00,-1.880006e-01
6.000000e-01,3.765561e-01,-5.661445e+00,1.933098e+00,-1.629142e-01
6.000000e-01,3.754135e-01,-5.660964e+00,2.726152e+00,-1.774553e-01
6.000000e-01,3.752720e-01,-5.661295e+00,2.562385e+00,-1.702818e-01
6.000000e-01,3.752823e-01,-5.661594e+00,1.968238e+00,-1.733887e-01
6.000000e-01,4.359882e-01,-5.270552e+00,2.401368e+00,-1.557637e-01
6.000000e-01,4.359793e-01,-5.270941e+00,3.103401e+00,-1.534421e-01
6.000000e-01,4.362565e-01,-5.270565e+00,4.602633e+00,-1.657967e-01
6.000000e-01,4.350873e-01,-5.270770e+00,1.967248e+00,-1.603073e-01
6.000000e-01,4.378950e-01,-5.272354e+00,2.522361e+00,-1.404900e-01
6.000000e-01,4.888532e-01,-5.063531e+00,5.673468e+00,-8.501006e-02
6.000000e-01,4.883072e-01,-5.062766e+00,2.633843e+00,-1.023232e-01
6.000000e-01,4.863725e-01,-5.060690e+00,4.592182e+00,-1.298097e-01
6.000000e-01,4.847197e-01,-5.059508e+00,3.475909e+00,-1.443064e-01
6.000000e-01,4.854888e-01,-5.060905e+00,2.113112e+00,-1.272588e-01
6.000000e-01,5.390545e-01,-4.705726e+00,2.351376e+00,-1.091815e-01
6.000000e-01,5.393749e-01,-4.706711e+00,4.430379e+00,-8.845848e-02
6.000000e-01,5.428588e-01,-4.708093e+00,3.445235e+00,-8.098000e-02
6.000000e-01,5.429798e-01,-4.708180e+00,2.169270e+00,-7.793817e-02
6.000000e-01,5.412606e-01,-4.706659e+00,2.438030e+00,-1.011334e-01
