Density,Temp,Energy,HeatCapCv,Pressure
5.500000e-01,6.423599e-01,-3.534087e+00,1.716995e+00,-2.341101e-01
5.500000e-01,6.456297e-01,-3.540386e+00,2.631873e+00,-1.874530e-01
5.500000e-01,6.493471e-01,-3.540236e+00,1.966893e+00,-1.789007e-01
5.500000e-01,7.265995e-01,-3.117268e+00,3.592400e+00,-7.543634e-02
5.500000e-01,7.389941e-01,-3.119548e+00,2.181434e+00,-8.909067e-02
5.500000e-01,7.337089e-01,-3.115892e+00,1.864601e+00,-1.118278e-01
5.500000e-01,7.317184e-01,-3.114755e+00,1.943072e+00,-6.568307e-02
5.500000e-01,7.052963e-01,-3.104869e+00,2.885450e+00,-1.371411e-01
5.500000e-01,7.876334e-01,-2.650746e+00,2.112727e+00,-5.796961e-02
5.500000e-01,7.894728e-01,-2.651241e+00,1.816773e+00,-1.216894e-01
5.500000e-01,7.911642e-01,-2.651812e+00,1.957273e+00,-1.249020e-01
5.500000e-01,8.045145e-01,-2.656183e+00,2.445274e+00,-7.645657e-02
5.500000e-01,8.098943e-01,-2.661127e+00,1.735453e+00,-3.915489e-02
5.500000e-01,8.299210e-01,-2.627092e+00,1.753631e+00,1.991785e-02
5.500000e-01,8.299955e-01,-2.627419e+00,3.195842e+00,-2.336891e-02
5.500000e-01,8.073073e-01,-2.617818e+00,1.821749e+00,-8.634514e-02
5.500000e-01,7.914651e-01,-2.612706e+00,2.470644e+00,-1.173488e-01
5.500000e-01,7.947467e-01,-2.612735e+00,1.777055e+00,-1.069323e-01
5.500000e-01,8.361921e-01,-2.528424e+00,1.844343e+00,5.165885e-02
5.500000e-01,8.350129e-01,-2.521466e+00,3.406233e+00,-1.639190e-02
5.500000e-01,8.257124e-01,-2.520486e+00,1.768069e+00,-7.292147e-02
5.500000e-01,8.330138e-01,-2.524015e+00,2.358912e+00,-6.029822e-02
5.500000e-01,8.359081e-01,-2.527814e+00,1.736378e+00,-2.973975e-02
5.500000e-01,8.640042e-01,-2.429365e+00,1.826044e+00,6.459589e-02
5.500000e-01,8.763976e-01,-2.428950e+00,2.109309e+00,4.527403e-02
5.500000e-01,8.726523e-01,-2.426793e+00,1.835777e+00,5.770947e-03
5.500000e-01,8.770988e-01,-2.427655e+00,1.951596e+00,3.254984e-02
5.500000e-01,8.889222e-01,-2.432092e+00,1.853393e+00,4.795438e-02
6.000000e-01,1.023980e-01,-6.260381e+00,2.754448e+00,-4.381373e-01
6.000000e-01,1.024261e-01,-6.258253e+00,2.438420e+00,-4.805197e-01
6.000000e-01,1.028898e-01,-6.260575e+00,2.589057e+00,-4.208398e-01
6.000000e-01,1.025680e-01,-6.258145e+00,1.692304e+00,-4.858628e-01
6.000000e-01,1.037660e-01,-6.261792e+00,2.721601e+00,-4.156183e-01
6.000000e-01,1.530341e-01,-6.507424e+00,2.476738e+00,-2.825853e-01
6.000000e-01,1.546328e-01,-6.508512e+00,5.225699e+00,-2.436673e-01
6.000000e-01,1.534140e-01,-6.506657e+00,2.236725e+00,-3.012616e-01
6.000000e-01,1.537903e-01,-6.507690e+00,2.501259e+00,-2.676085e-01
6.000000e-01,1.552611e-01,-6.511018e+00,5.666418e+01,-2.023095e-01
6.000000e-01,2.035129e-01,-6.003439e+00,1.949978e+00,-3.873868e-01
6.000000e-01,2.051994e-01,-6.004055e+00,2.847827e+00,-4.047569e-01
6.000000e-01,2.059529e-01,-6.003726e+00,8.556541e+00,-4.008507e-01
6.000000e-01,2.019602e-01,-6.000680e+00,3.793712e+00,-4.456224e-01
6.000000e-01,2.023068e-01,-6.000480e+00,5.274818e+00,-4.315920e-01
6.000000e-01,2.528039e-01,-5.806530e+00,2.301489e+00,-4.883415e-01
6.000000e-01,2.580592e-01,-5.810195e+00,4.159509e+00,-4.113137e-01
6.000000e-01,2.592625e-01,-5.810236e+00,2.846478e+00,-4.391144e-01
6.000000e-01,2.562221e-01,-5.810459e+00,3.392518e+00,-4.068799e-01
6.000000e-01,2.575535e-01,-5.809921e+00,7.315367e+00,-4.280276e-01
6.000000e-01,3.143965e-01,-5.563217e+00,2.408058e+00,-3.613954e-01
6.000000e-01,3.143505e-01,-5.564799e+00,3.777174e+00,-3.489636e-01
6.000000e-01,3.196573e-01,-5.566831e+00,2.512437e+00,-3.328866e-01
6.000000e-01,3.087789e-01,-5.564812e+00,2.690530e+00,-3.654698e-01
6.000000e-01,3.120369e-01,-5.567492e+00,2.604165e+00,-2.868850e-01
6.000000e-01,3.605897e-01,-5.318160e+00,5.053174e+00,-3.562833e-01
6.000000e-01,3.645456e-01,-5.320607e+00,4.711573e+00,-2.957873e-01
6.000000e-01,3.594344e-01,-5.316963e+00,3.307039e+00,-3.745875e-01
6.000000e-01,3.522740e-01,-5.314887e+00,2.580266e+00,-4.074428e-01
6.000000e-01,3.490317e-01,-5.310811e+00,2.217650e+00,-4.806639e-01
6.000000e-01,4.047426e-01,-4.969773e+00,3.233328e+00,-2.913239e-01
6.000000e-01,4.140213e-01,-4.975057e+00,1.979229e+00,-2.439551e-01
6.000000e-01,4.284415e-01,-4.980607e+00,3.327974e+00,-1.955131e-01
6.000000e-01,4.185082e-01,-4.972520e+00,3.139137e+00,-3.568765e-01
6.000000e-01,4.192779e-01,-4.973255e+00,2.217742e+00,-3.566235e-01
6.000000e-01,4.553568e-01,-4.737782e+00,3.945026e+00,-2.658951e-01
6.000000e-01,4.506478e-01,-4.731726e+00,4.577621e+00,-3.813501e-01
6.000000e-01,4.616773e-01,-4.742000e+00,1.861424e+00,-2.387026e-01
6.000000e-01,4.583675e-01,-4.738293e+00,4.120039e+00,-3.493839e-01
6.000000e-01,4.603421e-01,-4.743194e+00,2.225975e+00,-1.917565e-01
6.000000e-01,4.955718e-01,-4.512890e+00,4.952571e+00,-2.765665e-01
6.000000e-01,4.845104e-01,-4.505262e+00,2.860292e+00,-3.769835e-01
6.000000e-01,4.934858e-01,-4.512749e+00,2.398109e+00,-2.281953e-01
6.000000e-01,4.918859e-01,-4.505710e+00,2.120773e+00,-3.604463e-01
6.000000e-01,4.968040e-01,-4.510698e+00,2.882954e+00,-2.537048e-01
6.000000e-01,5.869105e-01,-3.969365e+00,2.177456e+00,-3.098431e-01
6.000000e-01,5.860978e-01,-3.973003e+00,2.075868e+00,-2.618844e-01
6.000000e-01,5.842026e-01,-3.967262e+00,2.167807e+00,-3.361743e-01
6.000000e-01,5.702920e-01,-3.965517e+00,2.133258e+00,-3.347295e-01
6.000000e-01,5.785050e-01,-3.964358e+00,2.070902e+00,-3.003521e-01
6.000000e-01,6.144654e-01,-3.715278e+00,1.863369e+00,-3.348805e-01
6.000000e-01,6.397297e-01,-3.731896e+00,2.638012e+00,-1.582209e-01
6.000000e-01,6.481099e-01,-3.737453e+00,2.268817e+00,-9.404446e-02
6.000000e-01,6.725114e-01,-3.745043e+00,2.367160e+00,-6.860533e-02
6.000000e-01,6.627139e-01,-3.741066e+00,4.146032e+00,-1.246241e-01
6.000000e-01,6.894053e-01,-3.533655e+00,2.278781e+00,-1.150197e-01
6.000000e-01,7.010929e-01,-3.540439e+00,1.757063e+00,-7.295993e-02
6.000000e-01,6.849536e-01,-3.531114e+00,2.227972e+00,-1.115290e-01
6.000000e-01,6.754572e-01,-3.524398e+00,2.234847e+00,-1.682479e-01
6.000000e-01,6.698596e-01,-3.525350e+00,1.780345e+00,-1.321941e-01
6.000000e-01,7.359963e-01,-3.196151e+00,2.414666e+00,-9.016302e-02
6.000000e-01,7.274626e-01,-3.191356e+00,2.911833e+00,-1.667212e-01
6.000000e-01,7.198834e-01,-3.191562e+00,1.773170e+00,-1.477562e-01
6.000000e-01,7.250990e-01,-3.189871e+00,2.055134e+00,-1.829867e-01
6.000000e-01,7.304650e-01,-3.188380e+00,2.313124e+00,-1.835861e-01
6.000000e-01,7.165681e-01,-3.092927e+00,1.876708e+00,-2.348252e-01
6.000000e-01,7.306998e-01,-3.096157e+00,1.922570e+00,-1.742852e-01
6.000000e-01,7.328402e-01,-3.097158e+00,1.967554e+00,-1.913692e-01
6.000000e-01,7.242498e-01,-3.093771e+00,2.786501e+00,-2.201278e-01
6.000000e-01,7.260933e-01,-3.093081e+00,1.986093e+00,-2.842443e-01
6.000000e-01,8.035099e-01,-2.888640e+00,2.108063e+00,-3.399547e-02
6.000000e-01,8.007062e-01,-2.887986e+00,2.092852e+00,-7.032775e-02
6.000000e-01,7.976401e-01,-2.888845e+00,1.954846e+00,4.018315e-03
6.000000e-01,8.137391e-01,-2.890331e+00,2.381359e+00,-9.525200e-02
6.000000e-01,8.096945e-01,-2.889429e+00,2.139679e+00,-8.130645e-02
6.000000e-01,8.423668e-01,-2.801411e+00,2.019009e+00,4.621528e-02
6.000000e-01,8.434683e-01,-2.800519e+00,1.957409e+00,1.521943e-02
6.000000e-01,8.722239e-01,-2.809617e+00,2.120695e+00,7.057109e-02
6.000000e-01,8.633255e-01,-2.809342e+00,2.495934e+00,1.388736e-01
6.000000e-01,8.555412e-01,-2.803605e+00,2.176972e+00,-2.332378e-02
6.000000e-01,8.927014e-01,-2.715444e+00,1.960548e+00,1.461821e-01
6.000000e-01,8.940140e-01,-2.715878e+00,2.742300e+00,1.116917e-01
6.000000e-01,8.925997e-01,-2.714897e+00,2.544266e+00,1.475231e-01
6.000000e-01,8.832681e-01,-2.712819e+00,1.771124e+00,9.342868e-02
6.000000e-01,8.881905e-01,-2.712870e+00,1.878144e+00,7.902917e-02
6.500000e-01,9.905151e-02,-6.458713e+00,1.199296e+01,-5.993175e-01
6.500000e-01,1.001865e-01,-6.459733e+00,2.890375e+00,-5.653814e-01
6.500000e-01,9.930302e-02,-6.459105e+00,1.815154e+00,-5.891118e-01
6.500000e-01,9.911112e-02,-6.459690e+00,2.880740e+00,-5.924807e-01
6.500000e-01,9.759961e-02,-6.457460e+00,2.663340e+00,-6.623584e-01
6.500000e-01,1.456622e-01,-6.433762e+00,2.490686e+00,-9.685168e-01
6.500000e-01,1.458492e-01,-6.434947e+00,3.243285e+00,-9.479120e-01
6.500000e-01,1.450448e-01,-6.435705e+00,3.741722e+00,-9.278886e-01
6.500000e-01,1.465200e-01,-6.434576e+00,2.637096e+00,-9.592310e-01
6.500000e-01,1.458170e-01,-6.434635e+00,2.663237e+00,-9.498137e-01
6.500000e-01,1.981552e-01,-6.127513e+00,2.629102e+00,-4.009777e-01
6.500000e-01,1.996628e-01,-6.130067e+00,2.687853e+00,-3.639561e-01
6.500000e-01,1.992149e-01,-6.129289e+00,2.414650e+00,-3.590551e-01
6.500000e-01,1.995536e-01,-6.128539e+00,8.407024e+00,-3.754137e-01
6.500000e-01,1.997707e-01,-6.130039e+00,2.023129e+00,-3.399016e-01
6.500000e-01,2.478299e-01,-5.950628e+00,2.951596e+00,-4.289431e-01
6.500000e-01,2.525079e-01,-5.953594e+00,2.648098e+00,-3.671478e-01
6.500000e-01,2.529227e-01,-5.952057e+00,4.101789e+00,-3.554948e-01
6.500000e-01,2.559056e-01,-5.955026e+00,3.107813e+00,-3.068734e-01
6.500000e-01,2.477365e-01,-5.946327e+00,4.165526e+00,-4.823171e-01
6.500000e-01,3.075735e-01,-5.706689e+00,2.479721e+00,-4.090844e-01
6.500000e-01,3.109164e-01,-5.708597e+00,4.426975e+00,-3.808882e-01
6.500000e-01,3.010551e-01,-5.702964e+00,6.982354e+00,-4.721473e-01
6.500000e-01,3.016068e-01,-5.700424e+00,2.457361e+00,-5.299315e-01
6.500000e-01,3.016311e-01,-5.704686e+00,2.296643e+00,-4.530235e-01
6.500000e-01,3.557548e-01,-5.433989e+00,4.003788e+00,-3.733755e-01
6.500000e-01,3.476360e-01,-5.433590e+00,5.318583e+00,-3.260057e-01
6.500000e-01,3.431319e-01,-5.428271e+00,2.520951e+00,-4.474360e-01
6.500000e-01,3.512137e-01,-5.432572e+00,2.686575e+00,-4.072540e-01
6.500000e-01,3.506434e-01,-5.438009e+00,2.371062e+00,-2.231417e-01
6.500000e-01,4.157132e-01,-5.078444e+00,3.644931e+00,-3.843169e-01
6.500000e-01,4.134349e-01,-5.077983e+00,2.185671e+00,-3.760494e-01
6.500000e-01,4.155576e-01,-5.079510e+00,2.645410e+00,-3.359807e-01
6.500000e-01,4.155038e-01,-5.079195e+00,4.410372e+00,-4.128278e-01
6.500000e-01,4.107112e-01,-5.081323e+00,4.230160e+00,-3.144235e-01
6.500000e-01,4.306041e-01,-4.899326e+00,2.492179e+00,-4.146254e-01
6.500000e-01,4.375191e-01,-4.900197e+00,2.256275e+00,-4.138801e-01
6.500000e-01,4.545715e-01,-4.912520e+00,2.385689e+00,-2.144158e-01
6.500000e-01,4.315109e-01,-4.898173e+00,2.174249e+00,-3.984293e-01
6.500000e-01,4.222496e-01,-4.893261e+00,2.203542e+00,-4.462919e-01
6.500000e-01,5.062184e-01,-4.558561e+00,2.482298e+00,-3.183405e-01
6.500000e-01,5.120702e-01,-4.567131e+00,2.431238e+00,-1.460556e-01
6.500000e-01,5.129914e-01,-4.562556e+00,2.059378e+00,-2.799787e-01
6.500000e-01,4.947246e-01,-4.553901e+00,3.172438e+00,-3.855010e-01
6.500000e-01,5.014861e-01,-4.553215e+00,2.077991e+00,-4.051200e-01
6.500000e-01,5.644825e-01,-4.065029e+00,1.938749e+00,-3.983841e-01
6.500000e-01,5.488629e-01,-4.053004e+00,1.798530e+00,-5.883858e-01
6.500000e-01,5.647910e-01,-4.060569e+00,2.663033e+00,-4.798722e-01
6.500000e-01,5.780107e-01,-4.071614e+00,1.685295e+00,-3.518471e-01
6.500000e-01,5.761168e-01,-4.069789e+00,2.776957e+00,-4.487382e-01
6.500000e-01,6.286554e-01,-3.768201e+00,2.338571e+00,-3.423514e-01
6.500000e-01,6.134997e-01,-3.762046e+00,2.178668e+00,-3.991198e-01
6.500000e-01,6.109805e-01,-3.758827e+00,2.028700e+00,-4.217344e-01
6.500000e-01,6.114728e-01,-3.758161e+00,2.204287e+00,-5.110779e-01
6.500000e-01,6.270121e-01,-3.765384e+00,1.995497e+00,-3.828263e-01
6.500000e-01,6.826045e-01,-3.642725e+00,2.159435e+00,-2.136598e-01
6.500000e-01,6.713692e-01,-3.634230e+00,3.160631e+00,-3.064541e-01
6.500000e-01,6.473059e-01,-3.624787e+00,2.347603e+00,-3.186866e-01
6.500000e-01,6.554412e-01,-3.626496e+00,2.147543e+00,-3.548765e-01
6.500000e-01,6.628321e-01,-3.631835e+00,2.347424e+00,-2.717899e-01
6.500000e-01,6.614029e-01,-3.525608e+00,1.785093e+00,-4.020573e-01
6.500000e-01,6.782165e-01,-3.529388e+00,3.026132e+00,-3.178399e-01
6.500000e-01,6.736338e-01,-3.531276e+00,2.085675e+00,-2.356644e-01
6.500000e-01,6.803696e-01,-3.530636e+00,2.105072e+00,-3.377297e-01
6.500000e-01,6.759568e-01,-3.529550e+00,1.939228e+00,-3.531939e-01
6.500000e-01,7.264460e-01,-3.416993e+00,1.899905e+00,-1.641370e-01
6.500000e-01,7.203972e-01,-3.411646e+00,1.981431e+00,-2.482642e-01
6.500000e-01,7.332006e-01,-3.414624e+00,2.179553e+00,-2.149002e-01
6.500000e-01,7.361676e-01,-3.417041e+00,1.960361e+00,-1.784482e-01
6.500000e-01,7.290021e-01,-3.414075e+00,1.983888e+00,-3.104018e-01
6.500000e-01,7.664809e-01,-3.317860e+00,2.239741e+00,-6.052348e-02
6.500000e-01,7.669931e-01,-3.317695e+00,2.099536e+00,-6.996626e-02
6.500000e-01,7.610520e-01,-3.317213e+00,1.807751e+00,-1.221468e-01
6.500000e-01,7.668645e-01,-3.319090e+00,1.896391e+00,-4.512217e-02
6.500000e-01,7.626237e-01,-3.319003e+00,1.982759e+00,-8.900514e-02
6.500000e-01,8.303876e-01,-3.214247e+00,2.325558e+00,1.074379e-01
6.500000e-01,8.127497e-01,-3.209633e+00,2.071244e+00,6.291978e-02
