PosX,PosY,PosZ,VelX,VelY,VelZ,Speed
7.877288e+00,7.902415e+00,7.909540e+00,-9.186830e-03,-1.563150e-01,7.232627e-01,7.400187e-01
7.431983e-01,8.192456e-01,7.931636e+00,1.047676e-01,-2.926804e-01,4.582963e-01,5.537812e-01
7.669303e-01,1.918065e-02,7.440304e-01,-2.394912e-01,2.412042e-02,1.674575e-01,2.932232e-01
2.003481e-02,7.855594e-01,7.995066e-01,1.903371e-01,4.075088e-01,1.260445e-01,4.670962e-01
1.589071e+00,4.988113e-03,7.911093e+00,2.370744e-02,7.850060e-02,2.342406e-01,2.481795e-01
2.378543e+00,8.165146e-01,7.926222e+00,-4.747299e-01,-1.003926e-01,-2.601838e-01,5.505840e-01
2.413341e+00,5.961598e-02,7.587071e-01,1.735818e-01,2.355590e-02,1.622839e-01,2.387919e-01
1.534837e+00,7.893689e-01,8.049900e-01,1.324784e-01,-1.381258e-02,9.476933e-02,1.634703e-01
3.146839e+00,7.924807e+00,7.919605e+00,-5.573025e-01,-2.850279e-01,-1.674226e-01,6.479639e-01
3.957819e+00,7.398796e-01,7.926743e+00,-4.658105e-01,-1.275035e-01,1.039631e-01,4.940090e-01
4.012742e+00,2.870159e-02,8.239434e-01,2.003678e-01,5.605500e-02,-4.481659e-01,4.941074e-01
3.184585e+00,8.124055e-01,7.939114e-01,-7.983036e-02,6.262386e-01,3.011933e-01,6.994749e-01
4.776569e+00,1.781221e-02,7.921608e+00,5.618516e-01,1.020187e-01,-3.565151e-01,6.731924e-01
5.549103e+00,8.012646e-01,7.889148e+00,8.366672e-02,3.416509e-01,4.656328e-01,5.835575e-01
5.536467e+00,3.365929e-02,8.045468e-01,-4.192090e-02,2.920405e-01,3.265098e-01,4.400610e-01
4.769756e+00,8.051764e-01,7.849192e-01,-4.203902e-01,-1.024167e-02,-4.124026e-01,5.889896e-01
6.346675e+00,1.851474e-02,7.864894e+00,1.557553e-02,-2.772757e-01,-1.979095e-02,2.784171e-01
7.151426e+00,7.869219e-01,7.936708e+00,-1.117960e-01,-1.181541e-01,-1.791428e-01,2.419729e-01
7.117787e+00,1.402325e-02,7.538625e-01,1.174908e-01,3.124000e-02,-2.603760e-01,2.873598e-01
6.342861e+00,8.073757e-01,7.561697e-01,-3.548922e-02,7.455196e-01,1.223015e-01,7.563178e-01
5.707803e-03,1.603169e+00,8.277054e-03,-8.561444e-02,1.724705e-01,-4.686162e-01,5.066330e-01
7.957789e-01,2.424721e+00,7.911485e+00,-4.370722e-01,-6.069527e-01,5.901825e-04,7.479465e-01
7.894149e-01,1.571905e+00,8.479048e-01,-2.933787e-01,7.340433e-02,2.089526e-01,3.675873e-01
7.894742e+00,2.342734e+00,7.769344e-01,4.366612e-02,2.257873e-01,1.489220e-01,2.739788e-01
1.586003e+00,1.630281e+00,4.200792e-02,1.870168e-01,-3.584115e-01,-9.696334e-02,4.157355e-01
2.398046e+00,2.419082e+00,7.912113e+00,1.477258e-01,2.932063e-01,-7.190251e-01,7.904365e-01
2.384509e+00,1.594456e+00,8.192593e-01,-3.927023e-02,2.915563e-01,-6.165027e-01,6.830980e-01
1.631087e+00,2.381646e+00,8.226697e-01,-2.514276e-01,5.999897e-02,1.208764e-02,2.587698e-01
3.147713e+00,1.591917e+00,4.857930e-03,1.025114e-01,-3.942933e-01,2.797431e-01,4.941984e-01
4.010386e+00,2.405308e+00,7.910218e+00,-1.372648e-01,-5.625499e-01,1.688425e-01,6.031682e-01
4.004022e+00,1.583050e+00,7.702686e-01,4.615077e-01,8.237877e-01,7.591287e-01,1.211566e+00
3.193085e+00,2.304621e+00,7.901453e-01,-2.334694e-02,-4.097081e-01,-7.743464e-03,4.104458e-01
4.781130e+00,1.589233e+00,7.915294e+00,1.102958e-01,3.944294e-01,-1.566986e-01,4.385136e-01
5.566618e+00,2.369365e+00,7.931613e+00,5.886543e-01,4.312995e-01,-4.715361e-01,8.688379e-01
5.585628e+00,1.609205e+00,8.260998e-01,-4.746330e-01,-9.727984e-02,-2.077919e-01,5.271787e-01
4.807234e+00,2.338867e+00,7.463912e-01,-3.128500e-01,-1.099791e-01,-4.444990e-01,5.545718e-01
6.382725e+00,1.601438e+00,7.919746e+00,3.272702e-01,-4.448090e-02,6.155871e-01,6.985927e-01
7.169633e+00,2.349897e+00,7.879600e+00,-9.515988e-02,-3.124185e-01,-4.094760e-01,5.237664e-01
7.145122e+00,1.567029e+00,8.113512e-01,-4.293719e-01,3.077051e-02,1.152316e-01,4.456292e-01
6.387446e+00,2.395835e+00,7.543374e-01,-3.495485e-01,-3.882293e-01,-9.618561e-02,5.311852e-01
9.961200e-06,3.197072e+00,1.324950e-02,4.285065e-02,-3.677586e-01,-7.585278e-01,8.440657e-01
7.901126e-01,3.969055e+00,7.918007e+00,-3.831838e-01,3.553411e-01,-1.386483e-01,5.406667e-01
7.829903e-01,3.147911e+00,7.951979e-01,-2.060482e-01,-8.953106e-02,4.248750e-01,4.806146e-01
9.671246e-03,4.028778e+00,7.643800e-01,1.379882e-01,-4.576992e-01,-2.726770e-01,5.503472e-01
1.578533e+00,3.171218e+00,9.289569e-03,1.395878e-01,1.166469e-03,8.538638e-01,8.651991e-01
2.359335e+00,3.972494e+00,4.520054e-02,-1.611042e-01,-3.541491e-02,2.726317e-01,3.186484e-01
2.421284e+00,3.142460e+00,8.297217e-01,3.860389e-01,-1.388844e-01,-1.326799e-01,4.311831e-01
1.583916e+00,4.015575e+00,8.064996e-01,-1.394484e-01,2.757725e-02,-3.554684e-02,1.465262e-01
