TimeStep,Temp,PotEnergy,TotEnergy,MeanSqDisp
0,9.945598e-02,-7.314515e-04,-7.178596e-04,2.738613e-03
1,9.783733e-02,-7.312300e-04,-7.178594e-04,5.462307e-03
2,9.518428e-02,-7.308800e-04,-7.178719e-04,8.156257e-03
3,9.156325e-02,-7.304130e-04,-7.178998e-04,1.080584e-02
4,8.706581e-02,-7.298359e-04,-7.179373e-04,1.339671e-02
5,8.180752e-02,-7.291596e-04,-7.179796e-04,1.591495e-02
6,7.592626e-02,-7.283999e-04,-7.180237e-04,1.834716e-02
7,6.957976e-02,-7.275767e-04,-7.180678e-04,2.068059e-02
8,6.294193e-02,-7.267124e-04,-7.181107e-04,2.290334e-02
9,5.619817e-02,-7.258317e-04,-7.181516e-04,2.500448e-02
10,4.953938e-02,-7.249602e-04,-7.181901e-04,2.697424e-02
11,4.315504e-02,-7.241235e-04,-7.182259e-04,2.880420e-02
12,3.722547e-02,-7.233461e-04,-7.182588e-04,3.048742e-02
13,3.191389e-02,-7.226501e-04,-7.182887e-04,3.201866e-02
14,2.735878e-02,-7.220546e-04,-7.183157e-04,3.339444e-02
15,2.366733e-02,-7.215742e-04,-7.183397e-04,3.461319e-02
16,2.091044e-02,-7.212186e-04,-7.183609e-04,3.567527e-02
17,1.911999e-02,-7.209923e-04,-7.183793e-04,3.658300e-02
18,1.828845e-02,-7.208944e-04,-7.183950e-04,3.734061e-02
19,1.837100e-02,-7.209188e-04,-7.184081e-04,3.795411e-02
20,1.928980e-02,-7.210550e-04,-7.184188e-04,3.843120e-02
21,2.094001e-02,-7.212889e-04,-7.184272e-04,3.878103e-02
22,2.319687e-02,-7.216035e-04,-7.184334e-04,3.901399e-02
23,2.592329e-02,-7.219803e-04,-7.184376e-04,3.914150e-02
24,2.897724e-02,-7.224001e-04,-7.184400e-04,3.917566e-02
25,3.221863e-02,-7.228440e-04,-7.184409e-04,3.912903e-02
26,3.551510e-02,-7.232939e-04,-7.184403e-04,3.901430e-02
27,3.874682e-02,-7.237338e-04,-7.184386e-04,3.884404e-02
28,4.180996e-02,-7.241498e-04,-7.184360e-04,3.863038e-02
29,4.461902e-02,-7.245301e-04,-7.184324e-04,3.838477e-02
30,4.710816e-02,-7.248661e-04,-7.184282e-04,3.811778e-02
31,4.923147e-02,-7.251516e-04,-7.184235e-04,3.783883e-02
32,5.096261e-02,-7.253832e-04,-7.184185e-04,3.755607e-02
33,5.229369e-02,-7.255600e-04,-7.184134e-04,3.727623e-02
34,5.323370e-02,-7.256833e-04,-7.184083e-04,3.700458e-02
35,5.380658e-02,-7.257566e-04,-7.184033e-04,3.674491e-02
36,5.404889e-02,-7.257847e-04,-7.183983e-04,3.649959e-02
37,5.400735e-02,-7.257742e-04,-7.183934e-04,3.626963e-02
38,5.373620e-02,-7.257323e-04,-7.183886e-04,3.605490e-02
39,5.329444e-02,-7.256672e-04,-7.183839e-04,3.585430e-02
40,5.274309e-02,-7.255871e-04,-7.183791e-04,3.566597e-02
41,5.214252e-02,-7.255004e-04,-7.183745e-04,3.548758e-02
42,5.154988e-02,-7.254147e-04,-7.183698e-04,3.531657e-02
43,5.101679e-02,-7.253372e-04,-7.183651e-04,3.515038e-02
44,5.058733e-02,-7.252735e-04,-7.183602e-04,3.498670e-02
45,5.029643e-02,-7.252288e-04,-7.183551e-04,3.482366e-02
46,5.016872e-02,-7.252062e-04,-7.183501e-04,3.465999e-02
47,5.021783e-02,-7.252077e-04,-7.183448e-04,3.449513e-02
48,5.044628e-02,-7.252335e-04,-7.183394e-04,3.432932e-02
49,5.084584e-02,-7.252827e-04,-7.183341e-04,3.416361e-02
50,5.139841e-02,-7.253528e-04,-7.183286e-04,3.399983e-02
51,5.207726e-02,-7.254402e-04,-7.183233e-04,3.384054e-02
52,5.284861e-02,-7.255404e-04,-7.183181e-04,3.368892e-02
53,5.367354e-02,-7.256481e-04,-7.183130e-04,3.354859e-02
54,5.450991e-02,-7.257575e-04,-7.183081e-04,3.342347e-02
55,5.531440e-02,-7.258629e-04,-7.183036e-04,3.331754e-02
56,5.604454e-02,-7.259586e-04,-7.182995e-04,3.323466e-02
57,5.666054e-02,-7.260393e-04,-7.182959e-04,3.317829e-02
58,5.712700e-02,-7.261000e-04,-7.182930e-04,3.315136e-02
59,5.741436e-02,-7.261369e-04,-7.182906e-04,3.315602e-02
60,5.750013e-02,-7.261470e-04,-7.182889e-04,3.319349e-02
61,5.736975e-02,-7.261282e-04,-7.182880e-04,3.326400e-02
62,5.701725e-02,-7.260799e-04,-7.182878e-04,3.336666e-02
63,5.644549e-02,-7.260023e-04,-7.182884e-04,3.349952e-02
64,5.566614e-02,-7.258971e-04,-7.182896e-04,3.365956e-02
65,5.469935e-02,-7.257668e-04,-7.182915e-04,3.384285e-02
66,5.357304e-02,-7.256153e-04,-7.182939e-04,3.404465e-02
67,5.232197e-02,-7.254471e-04,-7.182967e-04,3.425958e-02
68,5.098648e-02,-7.252677e-04,-7.182998e-04,3.448186e-02
69,4.961100e-02,-7.250831e-04,-7.183032e-04,3.470548e-02
70,4.824239e-02,-7.248994e-04,-7.183065e-04,3.492439e-02
71,4.692809e-02,-7.247230e-04,-7.183098e-04,3.513278e-02
72,4.571428e-02,-7.245603e-04,-7.183129e-04,3.532515e-02
73,4.464399e-02,-7.244169e-04,-7.183158e-04,3.549659e-02
74,4.375533e-02,-7.242981e-04,-7.183184e-04,3.564285e-02
75,4.307991e-02,-7.242081e-04,-7.183207e-04,3.576049e-02
76,4.264148e-02,-7.241502e-04,-7.183227e-04,3.584694e-02
77,4.245494e-02,-7.241262e-04,-7.183243e-04,3.590062e-02
78,4.252566e-02,-7.241370e-04,-7.183254e-04,3.592092e-02
79,4.284932e-02,-7.241819e-04,-7.183260e-04,3.590825e-02
80,4.341203e-02,-7.242590e-04,-7.183262e-04,3.586399e-02
81,4.419096e-02,-7.243652e-04,-7.183260e-04,3.579047e-02
82,4.515535e-02,-7.244964e-04,-7.183254e-04,3.569087e-02
83,4.626775e-02,-7.246474e-04,-7.183244e-04,3.556912e-02
84,4.748565e-02,-7.248126e-04,-7.183232e-04,3.542983e-02
85,4.876316e-02,-7.249859e-04,-7.183218e-04,3.527806e-02
86,5.005291e-02,-7.251607e-04,-7.183204e-04,3.511920e-02
87,5.130783e-02,-7.253306e-04,-7.183188e-04,3.495877e-02
88,5.248302e-02,-7.254898e-04,-7.183173e-04,3.480226e-02
89,5.353735e-02,-7.256325e-04,-7.183160e-04,3.465485e-02
90,5.443497e-02,-7.257541e-04,-7.183149e-04,3.452132e-02
91,5.514657e-02,-7.258504e-04,-7.183140e-04,3.440577e-02
92,5.565032e-02,-7.259187e-04,-7.183134e-04,3.431153e-02
93,5.593258e-02,-7.259569e-04,-7.183131e-04,3.424100e-02
94,5.598831e-02,-7.259644e-04,-7.183129e-04,3.419556e-02
95,5.582108e-02,-7.259416e-04,-7.183130e-04,3.417555e-02
96,5.544287e-02,-7.258902e-04,-7.183133e-04,3.418027e-02
97,5.487349e-02,-7.258130e-04,-7.183139e-04,3.420801e-02
98,5.413976e-02,-7.257137e-04,-7.183148e-04,3.425618e-02
99,5.327441e-02,-7.255965e-04,-7.183159e-04,3.432144e-02
100,9.843299e-02,-7.253849e-04,-7.119328e-04,3.447726e-02
101,9.629360e-02,-7.250969e-04,-7.119372e-04,3.473971e-02
102,9.365854e-02,-7.247428e-04,-7.119432e-04,3.509709e-02
103,9.061909e-02,-7.243348e-04,-7.119506e-04,3.553521e-02
104,8.727840e-02,-7.238868e-04,-7.119592e-04,3.603822e-02
105,8.374806e-02,-7.234138e-04,-7.119686e-04,3.658942e-02
106,8.014427e-02,-7.229312e-04,-7.119786e-04,3.717209e-02
107,7.658360e-02,-7.224549e-04,-7.119889e-04,3.777009e-02
108,7.317846e-02,-7.220000e-04,-7.119993e-04,3.836843e-02
109,7.003253e-02,-7.215802e-04,-7.120094e-04,3.895362e-02
110,6.723652e-02,-7.212078e-04,-7.120192e-04,3.951397e-02
111,6.486439e-02,-7.208928e-04,-7.120283e-04,4.003980e-02
112,6.297042e-02,-7.206424e-04,-7.120368e-04,4.052346e-02
113,6.158734e-02,-7.204612e-04,-7.120446e-04,4.095937e-02
114,6.072559e-02,-7.203505e-04,-7.120516e-04,4.134399e-02
115,6.037380e-02,-7.203088e-04,-7.120580e-04,4.167565e-02
116,6.050039e-02,-7.203319e-04,-7.120638e-04,4.195448e-02
117,6.105617e-02,-7.204128e-04,-7.120687e-04,4.218212e-02
118,6.197763e-02,-7.205430e-04,-7.120730e-04,4.236161e-02
119,6.319080e-02,-7.207124e-04,-7.120766e-04,4.249705e-02
120,6.461523e-02,-7.209101e-04,-7.120796e-04,4.259344e-02
121,6.616814e-02,-7.211247e-04,-7.120821e-04,4.265632e-02
122,6.776821e-02,-7.213455e-04,-7.120841e-04,4.269158e-02
123,6.933910e-02,-7.215619e-04,-7.120859e-04,4.270516e-02
124,7.081244e-02,-7.217647e-04,-7.120873e-04,4.270284e-02
125,7.213030e-02,-7.219460e-04,-7.120886e-04,4.268998e-02
126,7.324698e-02,-7.220997e-04,-7.120896e-04,4.267134e-02
127,7.413018e-02,-7.222213e-04,-7.120906e-04,4.265094e-02
128,7.476150e-02,-7.223084e-04,-7.120914e-04,4.263193e-02
129,7.513632e-02,-7.223605e-04,-7.120922e-04,4.261655e-02
130,7.526314e-02,-7.223786e-04,-7.120930e-04,4.260609e-02
131,7.516230e-02,-7.223656e-04,-7.120937e-04,4.260092e-02
132,7.486431e-02,-7.223255e-04,-7.120945e-04,4.260059e-02
133,7.440780e-02,-7.222638e-04,-7.120951e-04,4.260396e-02
134,7.383719e-02,-7.221863e-04,-7.120956e-04,4.260927e-02
135,7.320017e-02,-7.220996e-04,-7.120959e-04,4.261440e-02
136,7.254520e-02,-7.220103e-04,-7.120961e-04,4.261699e-02
137,7.191905e-02,-7.219248e-04,-7.120962e-04,4.261462e-02
138,7.136454e-02,-7.218488e-04,-7.120960e-04,4.260500e-02
139,7.091862e-02,-7.217874e-04,-7.120955e-04,4.258613e-02
140,7.061079e-02,-7.217445e-04,-7.120947e-04,4.255638e-02
141,7.046199e-02,-7.217232e-04,-7.120938e-04,4.251464e-02
142,7.048401e-02,-7.217250e-04,-7.120926e-04,4.246037e-02
143,7.067928e-02,-7.217503e-04,-7.120911e-04,4.239366e-02
144,7.104120e-02,-7.217979e-04,-7.120893e-04,4.231520e-02
145,7.155484e-02,-7.218661e-04,-7.120873e-04,4.222630e-02
146,7.219801e-02,-7.219518e-04,-7.120850e-04,4.212881e-02
147,7.294260e-02,-7.220511e-04,-7.120827e-04,4.202506e-02
148,7.375611e-02,-7.221598e-04,-7.120801e-04,4.191776e-02
149,7.460326e-02,-7.222729e-04,-7.120775e-04,4.180988e-02
150,7.544772e-02,-7.223858e-04,-7.120749e-04,4.170453e-02
151,7.625359e-02,-7.224935e-04,-7.120726e-04,4.160482e-02
152,7.698702e-02,-7.225916e-04,-7.120704e-04,4.151374e-02
153,7.761740e-02,-7.226758e-04,-7.120685e-04,4.143403e-02
154,7.811855e-02,-7.227426e-04,-7.120667e-04,4.136801e-02
155,7.846961e-02,-7.227891e-04,-7.120653e-04,4.131755e-02
156,7.865568e-02,-7.228134e-04,-7.120642e-04,4.128395e-02
157,7.866827e-02,-7.228143e-04,-7.120633e-04,4.126788e-02
158,7.850554e-02,-7.227914e-04,-7.120627e-04,4.126933e-02
159,7.817229e-02,-7.227454e-04,-7.120623e-04,4.128765e-02
160,7.767976e-02,-7.226779e-04,-7.120620e-04,4.132152e-02
161,7.704523e-02,-7.225909e-04,-7.120618e-04,4.136905e-02
162,7.629144e-02,-7.224878e-04,-7.120617e-04,4.142780e-02
163,7.544578e-02,-7.223723e-04,-7.120618e-04,4.149491e-02
164,7.453938e-02,-7.222486e-04,-7.120619e-04,4.156722e-02
165,7.360599e-02,-7.221213e-04,-7.120621e-04,4.164135e-02
166,7.268072e-02,-7.219950e-04,-7.120624e-04,4.171385e-02
167,7.179871e-02,-7.218746e-04,-7.120625e-04,4.178134e-02
168,7.099382e-02,-7.217647e-04,-7.120626e-04,4.184062e-02
169,7.029720e-02,-7.216695e-04,-7.120625e-04,4.188878e-02
170,6.973603e-02,-7.215924e-04,-7.120622e-04,4.192334e-02
171,6.933237e-02,-7.215366e-04,-7.120616e-04,4.194229e-02
172,6.910218e-02,-7.215044e-04,-7.120608e-04,4.194420e-02
173,6.905463e-02,-7.214969e-04,-7.120598e-04,4.192824e-02
174,6.919173e-02,-7.215144e-04,-7.120585e-04,4.189425e-02
175,6.950819e-02,-7.215562e-04,-7.120570e-04,4.184271e-02
176,6.999173e-02,-7.216207e-04,-7.120555e-04,4.177475e-02
177,7.062363e-02,-7.217053e-04,-7.120537e-04,4.169207e-02
178,7.137956e-02,-7.218069e-04,-7.120520e-04,4.159694e-02
179,7.223068e-02,-7.219214e-04,-7.120502e-04,4.149207e-02
180,7.314490e-02,-7.220446e-04,-7.120484e-04,4.138055e-02
181,7.408816e-02,-7.221718e-04,-7.120468e-04,4.126572e-02
182,7.502585e-02,-7.222982e-04,-7.120451e-04,4.115103e-02
183,7.592418e-02,-7.224195e-04,-7.120436e-04,4.103999e-02
184,7.675142e-02,-7.225313e-04,-7.120423e-04,4.093594e-02
185,7.747909e-02,-7.226297e-04,-7.120412e-04,4.084201e-02
186,7.808296e-02,-7.227114e-04,-7.120405e-04,4.076096e-02
187,7.854384e-02,-7.227741e-04,-7.120401e-04,4.069510e-02
188,7.884820e-02,-7.228157e-04,-7.120402e-04,4.064620e-02
189,7.898853e-02,-7.228353e-04,-7.120406e-04,4.061543e-02
190,7.896345e-02,-7.228326e-04,-7.120413e-04,4.060331e-02
191,7.877766e-02,-7.228082e-04,-7.120423e-04,4.060973e-02
192,7.844163e-02,-7.227633e-04,-7.120433e-04,4.063396e-02
193,7.797110e-02,-7.227001e-04,-7.120445e-04,4.067468e-02
194,7.738636e-02,-7.226217e-04,-7.120459e-04,4.073007e-02
195,7.671144e-02,-7.225312e-04,-7.120477e-04,4.079785e-02
196,7.597314e-02,-7.224322e-04,-7.120495e-04,4.087546e-02
197,7.519993e-02,-7.223285e-04,-7.120515e-04,4.096009e-02
198,7.442087e-02,-7.222239e-04,-7.120534e-04,4.104883e-02
199,7.366441e-02,-7.221223e-04,-7.120552e-04,4.113879e-02
200,9.902077e-02,-7.219909e-04,-7.084585e-04,4.126582e-02
201,9.782090e-02,-7.218299e-04,-7.084615e-04,4.143521e-02
202,9.643843e-02,-7.216445e-04,-7.084650e-04,4.164206e-02
203,9.491610e-02,-7.214404e-04,-7.084690e-04,4.188077e-02
204,9.329983e-02,-7.212239e-04,-7.084733e-04,4.214527e-02
205,9.163714e-02,-7.210013e-04,-7.084780e-04,4.242922e-02
206,8.997547e-02,-7.207792e-04,-7.084830e-04,4.272624e-02
207,8.836049e-02,-7.205634e-04,-7.084879e-04,4.303012e-02
208,8.683453e-02,-7.203599e-04,-7.084929e-04,4.333498e-02
209,8.543513e-02,-7.201736e-04,-7.084979e-04,4.363538e-02
210,8.419379e-02,-7.200088e-04,-7.085027e-04,4.392653e-02
211,8.313496e-02,-7.198688e-04,-7.085074e-04,4.420428e-02
212,8.227540e-02,-7.197558e-04,-7.085119e-04,4.446523e-02
213,8.162379e-02,-7.196709e-04,-7.085161e-04,4.470673e-02
214,8.118077e-02,-7.196144e-04,-7.085201e-04,4.492691e-02
215,8.093933e-02,-7.195852e-04,-7.085238e-04,4.512462e-02
216,8.088551e-02,-7.195812e-04,-7.085273e-04,4.529939e-02
217,8.099946e-02,-7.195999e-04,-7.085304e-04,4.545139e-02
218,8.125667e-02,-7.196377e-04,-7.085330e-04,4.558131e-02
219,8.162938e-02,-7.196908e-04,-7.085352e-04,4.569030e-02
220,8.208803e-02,-7.197554e-04,-7.085371e-04,4.577984e-02
221,8.260263e-02,-7.198275e-04,-7.085389e-04,4.585167e-02
222,8.314413e-02,-7.199032e-04,-7.085406e-04,4.590770e-02
223,8.368553e-02,-7.199788e-04,-7.085422e-04,4.594986e-02
224,8.420290e-02,-7.200509e-04,-7.085435e-04,4.598007e-02
225,8.467611e-02,-7.201166e-04,-7.085447e-04,4.600014e-02
226,8.508949e-02,-7.201740e-04,-7.085455e-04,4.601172e-02
227,8.543211e-02,-7.202215e-04,-7.085462e-04,4.601621e-02
228,8.569803e-02,-7.202584e-04,-7.085468e-04,4.601480e-02
229,8.588614e-02,-7.202847e-04,-7.085474e-04,4.600837e-02
230,8.599999e-02,-7.203006e-04,-7.085477e-04,4.599756e-02
231,8.604728e-02,-7.203073e-04,-7.085479e-04,4.598272e-02
232,8.603928e-02,-7.203064e-04,-7.085481e-04,4.596400e-02
233,8.599006e-02,-7.202996e-04,-7.085481e-04,4.594133e-02
234,8.591567e-02,-7.202893e-04,-7.085479e-04,4.591450e-02
235,8.583314e-02,-7.202777e-04,-7.085476e-04,4.588323e-02
236,8.575960e-02,-7.202670e-04,-7.085470e-04,4.584719e-02
237,8.571125e-02,-7.202597e-04,-7.085462e-04,4.580607e-02
238,8.570248e-02,-7.202576e-04,-7.085453e-04,4.575967e-02
239,8.574508e-02,-7.202624e-04,-7.085443e-04,4.570792e-02
240,8.584759e-02,-7.202753e-04,-7.085432e-04,4.565089e-02
241,8.601487e-02,-7.202969e-04,-7.085419e-04,4.558891e-02
242,8.624787e-02,-7.203274e-04,-7.085406e-04,4.552249e-02
243,8.654366e-02,-7.203663e-04,-7.085391e-04,4.545240e-02
244,8.689568e-02,-7.204127e-04,-7.085374e-04,4.537961e-02
245,8.729413e-02,-7.204655e-04,-7.085357e-04,4.530529e-02
246,8.772659e-02,-7.205228e-04,-7.085340e-04,4.523078e-02
247,8.817859e-02,-7.205830e-04,-7.085324e-04,4.515756e-02
248,8.863437e-02,-7.206438e-04,-7.085309e-04,4.508715e-02
249,8.907751e-02,-7.207030e-04,-7.085295e-04,4.502112e-02
250,8.949166e-02,-7.207584e-04,-7.085283e-04,4.496099e-02
251,8.986111e-02,-7.208077e-04,-7.085271e-04,4.490819e-02
252,9.017141e-02,-7.208491e-04,-7.085261e-04,4.486398e-02
253,9.040994e-02,-7.208809e-04,-7.085253e-04,4.482944e-02
254,9.056633e-02,-7.209016e-04,-7.085247e-04,4.480541e-02
255,9.063294e-02,-7.209104e-04,-7.085243e-04,4.479240e-02
256,9.060512e-02,-7.209064e-04,-7.085241e-04,4.479066e-02
257,9.048154e-02,-7.208894e-04,-7.085241e-04,4.480008e-02
258,9.026421e-02,-7.208598e-04,-7.085241e-04,4.482021e-02
259,8.995853e-02,-7.208181e-04,-7.085242e-04,4.485029e-02
260,8.957314e-02,-7.207658e-04,-7.085246e-04,4.488926e-02
261,8.911962e-02,-7.207042e-04,-7.085249e-04,4.493577e-02
262,8.861210e-02,-7.206354e-04,-7.085255e-04,4.498825e-02
263,8.806672e-02,-7.205616e-04,-7.085262e-04,4.504495e-02
264,8.750105e-02,-7.204850e-04,-7.085269e-04,4.510401e-02
265,8.693337e-02,-7.204081e-04,-7.085277e-04,4.516350e-02
266,8.638196e-02,-7.203336e-04,-7.085284e-04,4.522150e-02
267,8.586441e-02,-7.202636e-04,-7.085292e-04,4.527616e-02
268,8.539693e-02,-7.202004e-04,-7.085299e-04,4.532574e-02
