TimeStep,Temp,PotEnergy,TotEnergy,MeanSqDisp
0,4.972829e-01,-1.605033e-02,-1.455848e-02,6.123724e-03
1,4.891729e-01,-1.602732e-02,-1.455980e-02,1.221413e-02
2,4.757851e-01,-1.598947e-02,-1.456212e-02,1.823777e-02
3,4.573134e-01,-1.593661e-02,-1.456467e-02,2.416088e-02
4,4.340636e-01,-1.586939e-02,-1.456720e-02,2.994918e-02
5,4.064951e-01,-1.578907e-02,-1.456959e-02,3.556795e-02
6,3.752654e-01,-1.569757e-02,-1.457177e-02,4.098227e-02
7,3.412690e-01,-1.559754e-02,-1.457373e-02,4.615756e-02
8,3.056561e-01,-1.549241e-02,-1.457544e-02,5.106042e-02
9,2.698144e-01,-1.538637e-02,-1.457693e-02,5.565979e-02
10,2.352983e-01,-1.528410e-02,-1.457821e-02,5.992844e-02
11,2.037002e-01,-1.519042e-02,-1.457932e-02,6.384453e-02
12,1.764757e-01,-1.510974e-02,-1.458032e-02,6.739315e-02
13,1.547584e-01,-1.504550e-02,-1.458122e-02,7.056750e-02
14,1.392103e-01,-1.499971e-02,-1.458208e-02,7.336951e-02
15,1.299518e-01,-1.497274e-02,-1.458288e-02,7.580974e-02
16,1.265872e-01,-1.496341e-02,-1.458365e-02,7.790644e-02
17,1.283128e-01,-1.496928e-02,-1.458434e-02,7.968417e-02
18,1.340686e-01,-1.498716e-02,-1.458496e-02,8.117189e-02
19,1.426960e-01,-1.501357e-02,-1.458548e-02,8.240111e-02
20,1.530683e-01,-1.504511e-02,-1.458590e-02,8.340405e-02
21,1.641824e-01,-1.507877e-02,-1.458622e-02,8.421210e-02
22,1.752107e-01,-1.511211e-02,-1.458648e-02,8.485458e-02
23,1.855205e-01,-1.514322e-02,-1.458666e-02,8.535789e-02
24,1.946718e-01,-1.517078e-02,-1.458677e-02,8.574493e-02
25,2.024011e-01,-1.519404e-02,-1.458684e-02,8.603480e-02
26,2.085999e-01,-1.521267e-02,-1.458687e-02,8.624276e-02
27,2.132915e-01,-1.522675e-02,-1.458687e-02,8.638038e-02
28,2.166064e-01,-1.523668e-02,-1.458686e-02,8.645586e-02
29,2.187568e-01,-1.524312e-02,-1.458685e-02,8.647446e-02
30,2.200094e-01,-1.524686e-02,-1.458683e-02,8.643906e-02
31,2.206565e-01,-1.524876e-02,-1.458679e-02,8.635079e-02
32,2.209876e-01,-1.524971e-02,-1.458674e-02,8.620963e-02
33,2.212659e-01,-1.525051e-02,-1.458672e-02,8.601503e-02
