PosX,PosY,PosZ,VelX,VelY,VelZ,Speed
1.265498e+00,1.341252e+00,1.440904e+00,6.709369e-01,1.826001e-01,5.578436e-02,6.975751e-01
5.777375e-01,2.026832e+00,1.927165e+00,7.687273e-01,1.081792e-01,-6.708551e-01,1.026007e+00
3.317005e+00,5.927358e-01,7.636932e+00,-4.779688e-01,-3.541918e-01,7.351450e-02,5.994250e-01
7.768109e+00,1.895006e+00,2.436200e-01,1.806232e-02,1.534798e-01,1.628860e+00,1.636174e+00
2.163592e+00,7.139513e-01,8.193286e+00,-1.241183e+00,4.749650e-01,1.644712e+00,2.114522e+00
3.280481e+00,6.505422e-01,8.687619e+00,-1.871810e-01,5.230183e-01,7.145336e-02,5.600808e-01
2.216436e+00,2.113851e+00,1.204568e+00,-2.473034e-01,-4.551083e-01,-6.384903e-01,8.221632e-01
5.213927e-01,3.487550e+00,3.814588e-01,-9.660661e-01,2.044871e-01,-5.044246e-01,1.108848e+00
3.927549e+00,2.502440e+00,8.022586e+00,-2.580555e-01,-1.973311e-01,2.870350e-01,4.334989e-01
4.780655e+00,1.839029e+00,7.750724e+00,8.205556e-01,-4.163776e-01,-4.344789e-01,1.017572e+00
6.291056e+00,9.201160e+00,6.864778e+00,1.030200e+00,-5.687556e-01,-2.451631e-01,1.202040e+00
2.687274e+00,1.969485e+00,1.654391e-01,4.910722e-01,2.439697e-01,-2.045185e-02,5.487180e-01
1.033409e+00,8.500297e-01,8.198543e+00,1.009783e+00,-1.252471e+00,7.319048e-02,1.610497e+00
4.112995e+00,4.063822e-01,6.598508e+00,-8.894757e-01,-1.724953e-01,3.663382e-01,9.773051e-01
8.172417e+00,8.497485e-02,8.228697e+00,5.769655e-01,-5.748446e-02,1.801581e-01,6.071660e-01
7.657700e+00,1.094744e+00,2.576892e+00,-9.014053e-01,7.026623e-01,-3.732508e-02,1.143529e+00
8.242187e+00,8.684257e+00,7.074769e+00,-8.713510e-01,-9.964307e-02,-2.342837e-01,9.077831e-01
7.797323e+00,8.883087e+00,1.397018e+00,-1.035139e+00,3.163604e-01,6.108546e-01,1.242875e+00
7.917889e+00,1.462203e+00,1.377392e+00,4.727559e-02,-3.528816e-01,-5.654450e-01,6.681979e-01
8.346021e+00,3.085002e+00,1.851048e+00,2.876158e-01,-9.877742e-02,-4.123335e-01,5.123463e-01
8.479876e+00,2.528547e+00,9.387989e-01,3.464111e-01,1.445710e-01,1.079230e-01,3.905749e-01
7.755234e-01,1.263776e+00,3.626387e-02,1.465267e-01,6.397599e-01,-3.005349e-03,6.563321e-01
3.835302e-01,3.091184e+00,8.819168e+00,6.619546e-01,-2.799651e-02,-6.894935e-01,9.562264e-01
8.061363e+00,4.365218e+00,2.816331e-01,6.351693e-03,-2.648026e-01,-1.623943e-01,3.106971e-01
1.542662e+00,2.930078e+00,7.835361e+00,1.611876e-01,-1.387698e-01,1.295198e-01,2.490259e-01
4.697962e+00,1.465586e+00,7.187533e-01,-9.318938e-01,-6.319068e-01,3.068236e-01,1.166993e+00
6.109889e+00,9.005858e+00,8.135979e+00,-1.861109e-01,2.815922e-01,3.562709e-01,4.907753e-01
1.582064e+00,5.926550e-01,9.206191e+00,7.527544e-01,-9.544457e-02,-3.056949e-01,8.180454e-01
3.670775e+00,1.570045e+00,9.274900e+00,1.703306e-01,1.489848e-01,-4.951479e-01,5.444084e-01
6.748019e+00,3.530247e+00,1.400842e+00,-8.535431e-01,-1.148080e+00,7.127937e-01,1.598342e+00
7.132385e+00,1.047145e+00,2.207412e-01,1.167993e-01,2.796642e-01,1.324782e+00,1.359007e+00
5.413561e+00,1.963790e+00,1.589557e-01,4.426347e-02,-9.264415e-01,2.130471e-01,9.516524e-01
6.949498e+00,1.552507e+00,1.912622e+00,1.140499e+00,6.463689e-01,4.122241e-01,1.374212e+00
6.592991e+00,2.008363e+00,1.861899e-01,-6.312546e-02,-3.586140e-01,4.063250e-01,5.456087e-01
8.382146e+00,6.979974e-01,9.208975e+00,-5.713265e-01,-1.088927e+00,-1.991388e-01,1.245725e+00
3.959806e+00,1.475884e+00,8.279499e+00,2.833594e-01,4.013330e-01,-2.605740e-01,5.561111e-01
7.712485e+00,3.442072e+00,8.603776e-01,-8.082712e-01,5.940695e-01,8.831179e-01,1.336457e+00
7.063243e+00,5.212272e+00,9.266612e+00,6.547952e-01,5.684883e-01,4.421319e-01,9.733531e-01
8.441171e+00,6.613457e-01,1.842700e+00,-7.422794e-02,1.095692e+00,7.287638e-01,1.318009e+00
7.151381e+00,2.251589e+00,1.094975e+00,2.393053e-01,-3.605934e-01,4.714792e-01,6.399900e-01
2.131524e-01,3.620500e+00,5.869864e+00,2.949687e-01,9.351068e-01,9.699931e-01,1.379245e+00
4.954082e-02,2.878693e+00,1.310827e+00,-3.372717e-01,-7.344820e-01,1.281443e+00,1.515029e+00
4.444909e+00,5.581863e+00,2.323160e+00,-2.378762e-01,-4.459861e-01,1.427556e+00,1.514399e+00
1.214758e+00,4.761522e+00,1.380196e+00,-4.614710e-01,2.469409e-01,-4.641160e-01,6.995277e-01
2.376236e+00,3.896040e+00,1.121715e+00,8.558961e-01,-1.122778e+00,1.374067e+00,1.970088e+00
2.980317e+00,3.113026e+00,5.635614e-01,3.795302e-01,7.508321e-01,1.053096e+00,1.347888e+00
5.178688e+00,3.860378e+00,6.471104e-01,-3.146361e-01,4.302162e-01,1.381959e-01,5.506178e-01
3.926289e+00,2.649195e+00,1.460868e+00,-1.246740e+00,1.603674e+00,-4.966990e-01,2.091134e+00
3.338339e+00,2.724021e+00,8.980038e+00,-2.653570e-01,4.658734e-01,-3.831566e-01,6.589851e-01
5.346493e+00,4.253863e+00,9.018420e+00,-1.536599e+00,4.102313e-02,7.494893e-01,1.710133e+00
5.590824e+00,4.028565e+00,1.552567e+00,-4.641227e-01,-1.225177e-02,1.764270e-01,4.966754e-01
6.313608e+00,4.852491e+00,1.470938e+00,8.601320e-02,-2.676221e-01,7.788325e-01,8.280096e-01
4.986786e+00,4.709529e+00,3.208192e+00,5.987334e-01,-3.107856e-01,5.132376e-02,6.765379e-01
7.409802e+00,3.426380e+00,2.150328e+00,-9.628703e-01,4.933794e-01,-4.167770e-01,1.159416e+00
5.086800e+00,3.014877e+00,2.174479e-02,1.268186e-01,1.147067e+00,1.973441e-01,1.170808e+00
6.747002e+00,6.275145e+00,1.710934e+00,6.925416e-01,-1.034473e+00,-7.595236e-01,1.458295e+00
5.516384e+00,2.762961e+00,2.058699e+00,-3.522278e-01,2.239556e-01,6.501585e-01,7.726102e-01
5.396181e+00,6.230853e+00,9.022360e+00,7.036477e-01,6.969086e-01,-6.421869e-02,9.924343e-01
9.321004e+00,4.032304e+00,6.905275e+00,8.423637e-01,2.281584e-01,1.064311e+00,1.376369e+00
6.353692e+00,4.137480e+00,5.243758e-01,5.850815e-01,-2.734297e-01,-4.107826e-01,7.653930e-01
2.023492e+00,2.001359e+00,7.861267e+00,-2.871024e-01,3.772833e-01,-7.561454e-02,4.800917e-01
4.963198e+00,7.238346e+00,8.739906e+00,5.839021e-01,8.607138e-01,-2.786847e-02,1.040455e+00
3.759941e+00,5.122715e+00,2.077292e-01,8.931464e-01,-2.294248e-01,-4.687527e-01,1.034444e+00
7.444050e+00,8.682896e-01,8.452207e+00,-3.918324e-01,6.556025e-01,-7.438506e-02,7.673855e-01
4.049326e+00,9.046211e+00,7.517296e+00,4.831782e-01,-2.545152e-02,-4.806230e-01,6.819879e-01
3.853485e+00,4.971256e+00,8.454612e+00,3.717335e-01,1.022812e-01,-2.945963e-01,4.852156e-01
3.299758e+00,8.926643e+00,8.272909e+00,3.416919e-01,1.198279e-02,-7.712469e-01,8.436342e-01
4.229296e+00,6.240128e+00,3.136025e-01,3.157007e-01,-1.321305e+00,-1.404463e-01,1.365737e+00
4.223241e+00,3.295840e+00,8.710633e+00,2.842806e-01,-9.711573e-01,8.974479e-01,1.352544e+00
5.689938e+00,4.380977e+00,4.388141e+00,-2.465009e-01,-1.148836e+00,-5.937306e-01,1.316473e+00
