TimeStep,Temp,PotEnergy,TotEnergy,MeanSqDisp
0,8.991737e-01,-1.299157e-02,-1.029405e-02,8.215838e-03
1,8.966530e-01,-1.298371e-02,-1.029375e-02,1.642413e-02
2,8.923152e-01,-1.297021e-02,-1.029326e-02,2.461693e-02
3,8.859598e-01,-1.295048e-02,-1.029261e-02,3.278549e-02
4,8.773095e-01,-1.292374e-02,-1.029181e-02,4.091988e-02
5,8.660146e-01,-1.288905e-02,-1.029101e-02,4.900855e-02
6,8.516642e-01,-1.284523e-02,-1.029024e-02,5.703788e-02
7,8.338096e-01,-1.279093e-02,-1.028950e-02,6.499178e-02
8,8.120060e-01,-1.272482e-02,-1.028881e-02,7.285125e-02
9,7.858791e-01,-1.264580e-02,-1.028817e-02,8.059406e-02
10,7.552249e-01,-1.255320e-02,-1.028753e-02,8.819461e-02
11,7.201365e-01,-1.244724e-02,-1.028683e-02,9.562411e-02
12,6.811413e-01,-1.232949e-02,-1.028607e-02,1.028511e-01
13,6.393024e-01,-1.220313e-02,-1.028523e-02,1.098429e-01
14,5.962250e-01,-1.207299e-02,-1.028432e-02,1.165671e-01
15,5.539165e-01,-1.194515e-02,-1.028340e-02,1.229940e-01
16,5.145087e-01,-1.182609e-02,-1.028257e-02,1.290993e-01
17,4.799161e-01,-1.172164e-02,-1.028189e-02,1.348661e-01
18,4.515428e-01,-1.163604e-02,-1.028141e-02,1.402859e-01
19,4.301180e-01,-1.157145e-02,-1.028109e-02,1.453597e-01
20,4.156828e-01,-1.152798e-02,-1.028093e-02,1.500966e-01
21,4.076941e-01,-1.150395e-02,-1.028086e-02,1.545132e-01
22,4.051964e-01,-1.149646e-02,-1.028087e-02,1.586311e-01
23,4.070097e-01,-1.150193e-02,-1.028090e-02,1.624756e-01
24,4.118965e-01,-1.151663e-02,-1.028094e-02,1.660735e-01
25,4.186892e-01,-1.153703e-02,-1.028097e-02,1.694518e-01
26,4.263707e-01,-1.156006e-02,-1.028095e-02,1.726363e-01
27,4.341159e-01,-1.158326e-02,-1.028092e-02,1.756506e-01
28,4.413043e-01,-1.160476e-02,-1.028085e-02,1.785158e-01
29,4.475162e-01,-1.162329e-02,-1.028074e-02,1.812501e-01
30,4.525225e-01,-1.163819e-02,-1.028063e-02,1.838686e-01
31,4.562703e-01,-1.164932e-02,-1.028051e-02,1.863835e-01
32,4.588590e-01,-1.165698e-02,-1.028040e-02,1.888044e-01
33,4.604975e-01,-1.166178e-02,-1.028029e-02,1.911387e-01
34,4.614476e-01,-1.166452e-02,-1.028018e-02,1.933924e-01
35,4.619688e-01,-1.166600e-02,-1.028010e-02,1.955698e-01
36,4.622848e-01,-1.166689e-02,-1.028003e-02,1.976750e-01
37,4.625744e-01,-1.166771e-02,-1.027998e-02,1.997112e-01
38,4.629688e-01,-1.166885e-02,-1.027994e-02,2.016818e-01
39,4.635413e-01,-1.167054e-02,-1.027991e-02,2.035897e-01
40,4.642944e-01,-1.167278e-02,-1.027990e-02,2.054382e-01
41,4.651626e-01,-1.167539e-02,-1.027990e-02,2.072305e-01
42,4.660398e-01,-1.167803e-02,-1.027991e-02,2.089696e-01
43,4.668252e-01,-1.168040e-02,-1.027992e-02,2.106583e-01
44,4.674646e-01,-1.168231e-02,-1.027992e-02,2.122991e-01
45,4.679686e-01,-1.168380e-02,-1.027989e-02,2.138941e-01
46,4.683993e-01,-1.168506e-02,-1.027987e-02,2.154452e-01
47,4.688318e-01,-1.168634e-02,-1.027985e-02,2.169537e-01
48,4.693114e-01,-1.168777e-02,-1.027983e-02,2.184213e-01
49,4.698260e-01,-1.168929e-02,-1.027982e-02,2.198495e-01
50,4.703092e-01,-1.169071e-02,-1.027978e-02,2.212398e-01
51,4.706711e-01,-1.169175e-02,-1.027974e-02,2.225938e-01
52,4.708397e-01,-1.169223e-02,-1.027971e-02,2.239128e-01
53,4.707940e-01,-1.169204e-02,-1.027966e-02,2.251980e-01
54,4.705767e-01,-1.169137e-02,-1.027964e-02,2.264503e-01
55,4.702805e-01,-1.169046e-02,-1.027962e-02,2.276703e-01
56,4.700146e-01,-1.168966e-02,-1.027961e-02,2.288586e-01
57,4.698648e-01,-1.168922e-02,-1.027962e-02,2.300156e-01
58,4.698666e-01,-1.168926e-02,-1.027966e-02,2.311417e-01
59,4.700090e-01,-1.168975e-02,-1.027973e-02,2.322375e-01
60,4.702665e-01,-1.169061e-02,-1.027981e-02,2.333035e-01
61,4.706351e-01,-1.169182e-02,-1.027991e-02,2.343403e-01
62,4.711439e-01,-1.169347e-02,-1.028004e-02,2.353485e-01
63,4.718324e-01,-1.169565e-02,-1.028015e-02,2.363286e-01
64,4.727112e-01,-1.169839e-02,-1.028025e-02,2.372815e-01
65,4.737364e-01,-1.170158e-02,-1.028037e-02,2.382081e-01
66,4.748178e-01,-1.170495e-02,-1.028050e-02,2.391097e-01
67,4.758571e-01,-1.170819e-02,-1.028062e-02,2.399872e-01
68,4.767952e-01,-1.171112e-02,-1.028073e-02,2.408417e-01
69,4.776408e-01,-1.171376e-02,-1.028084e-02,2.416739e-01
70,4.784625e-01,-1.171632e-02,-1.028093e-02,2.424847e-01
71,4.793463e-01,-1.171907e-02,-1.028103e-02,2.432746e-01
72,4.803354e-01,-1.172215e-02,-1.028114e-02,2.440443e-01
73,4.813863e-01,-1.172544e-02,-1.028128e-02,2.447948e-01
74,4.823660e-01,-1.172856e-02,-1.028146e-02,2.455270e-01
75,4.830902e-01,-1.173089e-02,-1.028162e-02,2.462420e-01
76,4.833855e-01,-1.173192e-02,-1.028176e-02,2.469405e-01
77,4.831495e-01,-1.173133e-02,-1.028188e-02,2.476228e-01
78,4.823904e-01,-1.172918e-02,-1.028201e-02,2.482886e-01
79,4.812394e-01,-1.172589e-02,-1.028217e-02,2.489371e-01
80,4.799295e-01,-1.172211e-02,-1.028232e-02,2.495669e-01
81,4.787445e-01,-1.171870e-02,-1.028247e-02,2.501766e-01
82,4.779487e-01,-1.171649e-02,-1.028264e-02,2.507649e-01
83,4.777278e-01,-1.171602e-02,-1.028283e-02,2.513307e-01
84,4.781652e-01,-1.171754e-02,-1.028304e-02,2.518739e-01
85,4.792569e-01,-1.172103e-02,-1.028326e-02,2.523947e-01
86,4.809434e-01,-1.172628e-02,-1.028345e-02,2.528939e-01
87,4.831334e-01,-1.173303e-02,-1.028363e-02,2.533732e-01
88,4.857119e-01,-1.174092e-02,-1.028378e-02,2.538346e-01
89,4.885420e-01,-1.174956e-02,-1.028393e-02,2.542803e-01
90,4.914674e-01,-1.175847e-02,-1.028407e-02,2.547132e-01
91,4.943203e-01,-1.176715e-02,-1.028419e-02,2.551359e-01
92,4.969306e-01,-1.177509e-02,-1.028430e-02,2.555513e-01
93,4.991336e-01,-1.178180e-02,-1.028439e-02,2.559619e-01
94,5.007736e-01,-1.178682e-02,-1.028450e-02,2.563701e-01
95,5.017108e-01,-1.178971e-02,-1.028458e-02,2.567776e-01
96,5.018338e-01,-1.179013e-02,-1.028462e-02,2.571856e-01
97,5.010771e-01,-1.178787e-02,-1.028464e-02,2.575946e-01
98,4.994400e-01,-1.178296e-02,-1.028464e-02,2.580042e-01
99,4.969990e-01,-1.177566e-02,-1.028466e-02,2.584134e-01
100,8.941104e-01,-1.175800e-02,-9.075670e-03,2.590195e-01
101,8.842430e-01,-1.172835e-02,-9.075617e-03,2.597344e-01
102,8.709494e-01,-1.168837e-02,-9.075525e-03,2.605492e-01
103,8.549405e-01,-1.164023e-02,-9.075404e-03,2.614522e-01
104,8.370264e-01,-1.158635e-02,-9.075273e-03,2.624296e-01
105,8.180580e-01,-1.152928e-02,-9.075109e-03,2.634662e-01
106,7.988935e-01,-1.147163e-02,-9.074945e-03,2.645463e-01
107,7.803965e-01,-1.141596e-02,-9.074770e-03,2.656540e-01
108,7.634439e-01,-1.136490e-02,-9.074572e-03,2.667744e-01
109,7.489019e-01,-1.132110e-02,-9.074397e-03,2.678942e-01
110,7.375471e-01,-1.128692e-02,-9.074277e-03,2.690021e-01
