2.349737e+01	5.670623e-01	3.731678e-01
3.502989e-01	1.431968e+00	3.646643e-01
3.581854e-01	5.601394e-01	1.202445e+00
2.347707e+01	1.458963e+00	1.108564e+00
1.348622e+00	1.100771e+00	1.366217e+00
2.544190e+00	1.101134e+00	1.247031e+00
2.778835e+00	2.615871e-01	1.880188e+00
2.381260e+00	3.120734e+00	2.697995e+00
3.811353e+00	2.347490e+01	1.643291e+00
4.492898e+00	5.265552e-01	1.725599e+00
5.486390e+00	2.315258e+01	1.920522e+00
3.695677e+00	1.370284e+00	1.695281e+00
5.483901e+00	4.453045e-02	1.188049e+00
6.376572e+00	1.639875e+00	4.401975e-01
6.358375e+00	7.820554e-01	1.077314e+00
5.531631e+00	1.474829e+00	1.239910e+00
7.101320e+00	7.140381e-01	3.295152e-01
7.929771e+00	1.593764e+00	3.737766e-01
7.941850e+00	7.688684e-01	1.109810e+00
7.123556e+00	1.541602e+00	1.117386e+00
8.664915e+00	7.497740e-01	2.798395e-01
9.677123e+00	1.682208e+00	5.616954e-01
9.483707e+00	6.989431e-01	1.063378e+00
8.722285e+00	1.525256e+00	1.150910e+00
1.122061e+01	1.306522e-01	6.441556e-01
1.118688e+01	1.714597e+00	5.582582e-01
1.124642e+01	9.066104e-01	1.433558e+00
1.046180e+01	1.704352e+00	1.400986e+00
1.200112e+01	8.902628e-01	6.339728e-01
1.285235e+01	1.737150e+00	6.224474e-01
1.284455e+01	9.589931e-01	1.436218e+00
1.198552e+01	1.660557e+00	1.368824e+00
1.357054e+01	9.004321e-01	6.350447e-01
1.442664e+01	1.713734e+00	6.512507e-01
1.444117e+01	1.639363e-01	6.590784e-01
1.360759e+01	1.697313e+00	1.375593e+00
1.521741e+01	9.747212e-01	7.362662e-01
1.602563e+01	1.697499e+00	6.832882e-01
1.606623e+01	1.868614e-01	7.705937e-01
1.518960e+01	1.722270e+00	1.487047e+00
1.707433e+01	5.274581e-01	2.533025e-01
1.784415e+01	1.356615e+00	2.664435e-01
1.783247e+01	5.905030e-01	1.091883e+00
1.700873e+01	1.365562e+00	1.105051e+00
1.859017e+01	4.994289e-01	3.000478e-01
1.945950e+01	1.384181e+00	2.471778e-01
1.944434e+01	5.772592e-01	1.118699e+00
1.863878e+01	1.333994e+00	1.033898e+00
2.025783e+01	5.931621e-01	3.322186e-01
2.105175e+01	1.412157e+00	2.883636e-01
2.110797e+01	5.908226e-01	1.038435e+00
2.025642e+01	1.384748e+00	1.079780e+00
2.185512e+01	6.226222e-01	2.899073e-01
2.264260e+01	1.373980e+00	3.243720e-01
2.272259e+01	5.842046e-01	1.152098e+00
2.190074e+01	1.398629e+00	1.114681e+00
2.338261e+01	2.230717e+00	2.951585e-01
3.100504e-01	3.022527e+00	2.035311e-01
2.811750e-01	2.271555e+00	9.973149e-01
2.346208e+01	3.043380e+00	1.046277e+00
1.989700e+00	2.936318e+00	1.673838e+00
2.800470e+00	2.957074e+00	9.150662e-01
2.886381e+00	2.219822e+00	1.688543e+00
1.181004e+00	2.934478e+00	9.238635e-01
3.580034e+00	2.175535e+00	8.846378e-01
4.693306e+00	3.085030e+00	4.145361e-01
4.712649e+00	2.282167e+00	1.156555e+00
3.950493e+00	3.091743e+00	1.188977e+00
5.467617e+00	2.340657e+00	4.401319e-01
6.367786e+00	3.219534e+00	4.353911e-01
6.370181e+00	2.397382e+00	1.167915e+00
5.491549e+00	3.157564e+00	1.114559e+00
7.129969e+00	2.394683e+00	4.395879e-01
7.959151e+00	3.211500e+00	5.018428e-01
7.924311e+00	2.372120e+00	1.209513e+00
7.123588e+00	3.187023e+00	1.238596e+00
8.801370e+00	2.464002e+00	4.897739e-01
9.568155e+00	3.289174e+00	5.462582e-01
9.560627e+00	2.450912e+00	1.253639e+00
8.746106e+00	3.211229e+00	1.226149e+00
1.040700e+01	2.480774e+00	5.436187e-01
1.118399e+01	3.341949e+00	5.315394e-01
1.124882e+01	2.506722e+00	1.319857e+00
1.038447e+01	3.247886e+00	1.298573e+00
1.205382e+01	2.528061e+00	5.932429e-01
1.279835e+01	3.312162e+00	6.236617e-01
1.276442e+01	2.509748e+00	1.435764e+00
1.196663e+01	3.344501e+00	1.328276e+00
1.363141e+01	2.497138e+00	6.409044e-01
1.439775e+01	3.251426e+00	5.932771e-01
1.443597e+01	2.523608e+00	1.378607e+00
1.361362e+01	3.232514e+00	1.382054e+00
1.519735e+01	2.469443e+00	6.463109e-01
1.600792e+01	3.272119e+00	6.114273e-01
1.597435e+01	2.511671e+00	1.400037e+00
1.517342e+01	3.343088e+00	1.411951e+00
1.676187e+01	2.501761e+00	6.577724e-01
1.761303e+01	3.248170e+00	6.939051e-01
1.782424e+01	2.166335e+00	9.529098e-01
1.680774e+01	3.262053e+00	1.454639e+00
1.862787e+01	2.175740e+00	2.255727e-01
1.943315e+01	3.018632e+00	1.627278e-01
1.941887e+01	2.199972e+00	9.902111e-01
1.867908e+01	2.964573e+00	9.914879e-01
2.025785e+01	2.215638e+00	3.058376e-01
2.106760e+01	2.968615e+00	2.657782e-01
2.106789e+01	2.156170e+00	1.075904e+00
2.023764e+01	2.929703e+00	1.064372e+00
2.190358e+01	2.186507e+00	3.374910e-01
2.260511e+01	3.018774e+00	2.169599e-01
2.270155e+01	2.209805e+00	1.093647e+00
2.183049e+01	3.009439e+00	1.047289e+00
2.344559e+01	3.798080e+00	2.314974e-01
1.169532e+00	4.565422e+00	9.209448e-01
3.897187e-01	3.765283e+00	9.482961e-01
2.346569e+01	4.682635e+00	9.539172e-01
2.021530e+00	3.736717e+00	8.159948e-01
2.526040e+00	4.715947e+00	1.066126e+00
2.390484e+00	3.957651e+00	1.877892e+00
1.679279e+00	4.723078e+00	1.843005e+00
3.216258e+00	3.931469e+00	1.141734e+00
4.713781e+00	4.716595e+00	4.034625e-01
4.713179e+00	3.950607e+00	1.129381e+00
3.876963e+00	4.790992e+00	1.102637e+00
5.571457e+00	3.994374e+00	4.148520e-01
6.363782e+00	4.810804e+00	3.639036e-01
6.352032e+00	4.003110e+00	1.195686e+00
5.591172e+00	4.782787e+00	1.093137e+00
7.103022e+00	4.008160e+00	4.487144e-01
7.929383e+00	4.809818e+00	4.244974e-01
7.889197e+00	4.057508e+00	1.257052e+00
7.089307e+00	4.812496e+00	1.180348e+00
8.696997e+00	4.019264e+00	4.892265e-01
9.561810e+00	4.839912e+00	4.825397e-01
9.450975e+00	4.093774e+00	1.249116e+00
8.695374e+00	4.774951e+00	1.279657e+00
1.037119e+01	4.082746e+00	5.284734e-01
1.111463e+01	4.865006e+00	4.986111e-01
1.114479e+01	4.099970e+00	1.293994e+00
1.032162e+01	4.851367e+00	1.308763e+00
1.196043e+01	4.156372e+00	5.251306e-01
1.275701e+01	4.922495e+00	4.900621e-01
1.277440e+01	4.097949e+00	1.345384e+00
1.196444e+01	4.862166e+00	1.333321e+00
1.358527e+01	4.108788e+00	5.634795e-01
1.439676e+01	4.868039e+00	6.168183e-01
1.435025e+01	4.078912e+00	1.348901e+00
1.353925e+01	4.905806e+00	1.313764e+00
1.519435e+01	4.107374e+00	6.645112e-01
1.600455e+01	4.857774e+00	5.862623e-01
1.599979e+01	4.096034e+00	1.381386e+00
1.519545e+01	4.855203e+00	1.399662e+00
1.678060e+01	4.019474e+00	6.107454e-01
1.755897e+01	4.803259e+00	5.882782e-01
1.754319e+01	4.023019e+00	1.428028e+00
1.679593e+01	4.822539e+00	1.329849e+00
1.836931e+01	4.030439e+00	6.463963e-01
1.913740e+01	4.846865e+00	6.013803e-01
1.950202e+01	3.794655e+00	9.395290e-01
1.836301e+01	4.810868e+00	1.383507e+00
2.025736e+01	3.815813e+00	1.758854e-01
2.107428e+01	4.594549e+00	1.678732e-01
2.102493e+01	3.841719e+00	9.877122e-01
2.022971e+01	4.602301e+00	9.416168e-01
2.179436e+01	3.809178e+00	2.427225e-01
2.270232e+01	4.548123e+00	1.552648e-01
2.264087e+01	3.851882e+00	1.005976e+00
2.189250e+01	4.587024e+00	1.008060e+00
3.896080e-01	5.352786e+00	8.476519e-01
1.113133e+00	6.201351e+00	7.919179e-01
9.629616e-01	5.534908e+00	1.719000e+00
5.866635e-01	6.551198e+00	1.998922e+00
1.774268e+00	5.465523e+00	1.004784e+00
3.169297e+00	6.331555e+00	2.852990e-01
3.175416e+00	5.575315e+00	1.071238e+00
2.420906e+00	5.559104e+00	1.842650e+00
3.976866e+00	5.600229e+00	2.635422e-01
4.716594e+00	6.345269e+00	3.485747e-01
4.683656e+00	5.582550e+00	1.062550e+00
3.940707e+00	6.349486e+00	1.070559e+00
5.536921e+00	5.585970e+00	3.734854e-01
6.337852e+00	6.405143e+00	3.831122e-01
6.316907e+00	5.589505e+00	1.137665e+00
5.570783e+00	6.377356e+00	1.165108e+00
7.152075e+00	5.612464e+00	3.672756e-01
7.961782e+00	6.398453e+00	4.079738e-01
7.935711e+00	5.575011e+00	1.233527e+00
7.176283e+00	6.379724e+00	1.196849e+00
8.760287e+00	5.601605e+00	4.790314e-01
9.523113e+00	6.406138e+00	4.460183e-01
9.526336e+00	5.597291e+00	1.324575e+00
8.744681e+00	6.440398e+00	1.191577e+00
1.035608e+01	5.633883e+00	4.821078e-01
1.112693e+01	6.462147e+00	4.316656e-01
1.110124e+01	5.644190e+00	1.341074e+00
1.035772e+01	6.393962e+00	1.229180e+00
1.191552e+01	5.670663e+00	5.287461e-01
1.279217e+01	6.469401e+00	5.096414e-01
1.274366e+01	5.673906e+00	1.364384e+00
1.186919e+01	6.431349e+00	1.254754e+00
1.357721e+01	5.635480e+00	4.776825e-01
1.432336e+01	6.465137e+00	5.366488e-01
1.435262e+01	5.658330e+00	1.324649e+00
1.357439e+01	6.453166e+00	1.332294e+00
1.515520e+01	5.629936e+00	5.060339e-01
1.598250e+01	6.418148e+00	5.153684e-01
1.600276e+01	5.684723e+00	1.366655e+00
1.514873e+01	6.441295e+00	1.315470e+00
1.674343e+01	5.606789e+00	5.406057e-01
1.755752e+01	6.375247e+00	6.354745e-01
1.755244e+01	5.594595e+00	1.332206e+00
1.677893e+01	6.455655e+00	1.309559e+00
1.836517e+01	5.627360e+00	5.636205e-01
1.928754e+01	6.440846e+00	6.276901e-01
1.923364e+01	5.654222e+00	1.369523e+00
1.838641e+01	6.360782e+00	1.335944e+00
2.000997e+01	5.616218e+00	6.203175e-01
2.087691e+01	6.414090e+00	5.988917e-01
2.112047e+01	5.369961e+00	9.086303e-01
2.009202e+01	6.422909e+00	1.389808e+00
2.188771e+01	5.290769e+00	1.547091e-01
2.347155e+01	6.196186e+00	8.763870e-01
2.268329e+01	5.384185e+00	9.374281e-01
2.193475e+01	6.153658e+00	9.622352e-01
3.241030e-01	6.925616e+00	8.353070e-01
1.451062e+00	7.255950e+00	1.112329e+00
1.643329e+00	6.332999e+00	1.778505e+00
3.541927e-01	7.682515e+00	1.623944e+00
2.402192e+00	6.393035e+00	9.998680e-01
3.087602e+00	7.958639e+00	3.417367e-01
3.118295e+00	7.208816e+00	1.063710e+00
2.318250e+00	8.027545e+00	1.134718e+00
3.925162e+00	7.176283e+00	3.897594e-01
4.744454e+00	7.986275e+00	4.131303e-01
4.730657e+00	7.183400e+00	1.120960e+00
3.964607e+00	7.977732e+00	1.076861e+00
5.583991e+00	7.184560e+00	4.003953e-01
6.391661e+00	8.046827e+00	3.947800e-01
6.400285e+00	7.175877e+00	1.134650e+00
5.547088e+00	8.033657e+00	1.172840e+00
7.182050e+00	7.192042e+00	4.058581e-01
7.948348e+00	7.919491e+00	4.144086e-01
7.981851e+00	7.178920e+00	1.178845e+00
7.165544e+00	7.973181e+00	1.178488e+00
8.746335e+00	7.185152e+00	4.219483e-01
9.613324e+00	8.019164e+00	4.574560e-01
9.531515e+00	7.176131e+00	1.220499e+00
8.764778e+00	8.014341e+00	1.205582e+00
1.036376e+01	7.226811e+00	4.347317e-01
1.120029e+01	7.950158e+00	4.496645e-01
1.116253e+01	7.218945e+00	1.269024e+00
1.036343e+01	7.969298e+00	1.215693e+00
1.195610e+01	7.216707e+00	4.749801e-01
1.273164e+01	8.004901e+00	4.208115e-01
1.275698e+01	7.181827e+00	1.324566e+00
1.200453e+01	7.987361e+00	1.225251e+00
1.357337e+01	7.208922e+00	5.489547e-01
1.433078e+01	7.987683e+00	4.582133e-01
1.439275e+01	7.285856e+00	1.280044e+00
1.360295e+01	8.015497e+00	1.261944e+00
1.514072e+01	7.211587e+00	5.165832e-01
1.591880e+01	8.053052e+00	4.764692e-01
1.593508e+01	7.162970e+00	1.298459e+00
1.521644e+01	7.986856e+00	1.251859e+00
1.677758e+01	7.253653e+00	5.602958e-01
1.757292e+01	7.963761e+00	4.886817e-01
1.757314e+01	7.232121e+00	1.339915e+00
1.679318e+01	8.001486e+00	1.331711e+00
1.841949e+01	7.123333e+00	5.480770e-01
1.921915e+01	7.976308e+00	5.474103e-01
1.920466e+01	7.214763e+00	1.321766e+00
1.840995e+01	8.024022e+00	1.274180e+00
2.003790e+01	7.196072e+00	6.132073e-01
2.165557e+01	8.041516e+00	1.308305e+00
2.084250e+01	7.233918e+00	1.331997e+00
1.999265e+01	8.029167e+00	1.331062e+00
2.265047e+01	6.988575e+00	8.166713e-01
2.346023e+01	7.753501e+00	8.697694e-01
2.347912e+01	6.988141e+00	1.630485e+00
2.268702e+01	7.751489e+00	1.607047e+00
3.215685e-01	8.556864e+00	7.693089e-01
1.214558e+00	9.181992e+00	6.483278e-01
1.281949e+00	8.346321e+00	1.456263e+00
4.212821e-01	9.231844e+00	1.570719e+00
2.181725e+00	8.856270e+00	3.133928e-01
3.128404e+00	9.632910e+00	4.441038e-01
3.043291e+00	8.818798e+00	1.131776e+00
2.062773e+00	9.961448e+00	6.779380e-01
3.903566e+00	8.838525e+00	3.693948e-01
4.727663e+00	9.567246e+00	3.380489e-01
4.778161e+00	8.852090e+00	1.108846e+00
3.936879e+00	9.589446e+00	1.134843e+00
5.583067e+00	8.795558e+00	3.344230e-01
6.360647e+00	9.578716e+00	3.591456e-01
6.298732e+00	8.832571e+00	1.113010e+00
