PosX,PosY,PosZ,VelX,VelY,VelZ,Speed
3.377095e-01,2.145379e+01,2.060638e+01,5.070599e-01,8.597604e-01,3.408016e-01,1.054724e+00
2.246163e+01,2.146637e+00,7.014128e-01,-5.702529e-01,2.163228e-01,5.666070e-01,8.324827e-01
4.826106e-01,2.389221e+01,5.883860e+00,-6.061293e-01,3.257744e-01,-1.731638e+00,1.863355e+00
2.095494e+01,4.337718e+00,2.198745e+00,-2.594443e-01,-3.368949e-01,5.505180e-01,6.956145e-01
3.132058e+00,2.294048e+01,2.360533e+01,3.985817e-01,-8.332841e-01,7.827627e-01,1.210763e+00
4.248210e+00,2.157295e+00,9.496078e-01,1.398110e-01,2.900804e-01,1.607934e+00,1.639861e+00
9.526787e-01,4.680963e-01,3.988281e+00,4.077609e-01,5.857753e-01,-6.126076e-01,9.405795e-01
2.636681e+00,2.324234e+01,2.191045e+01,2.501499e-01,-1.629240e+00,-5.974687e-01,1.753273e+00
1.031230e+00,1.080949e+00,3.025737e+00,-1.299594e+00,1.460157e+00,3.611152e-02,1.955072e+00
3.134648e+00,8.636405e-01,1.429270e+00,3.755644e-01,1.428646e+00,-5.261344e-01,1.568087e+00
4.720941e+00,2.231205e+01,6.192694e+00,1.663816e-01,1.448597e+00,1.205432e-01,1.463095e+00
4.194764e+00,2.033532e+00,3.394086e+00,-1.413622e+00,3.649470e-01,4.052750e-01,1.515177e+00
5.818427e+00,5.427970e-02,6.193380e-01,-3.039272e-01,-5.146233e-01,-2.927948e-01,6.655356e-01
6.168305e+00,3.426421e+00,2.257991e+01,1.119906e+00,1.786519e-02,-8.948630e-02,1.123618e+00
5.072650e+00,2.106505e+01,2.201935e+00,-2.188946e-02,-1.838118e+00,4.748964e-01,1.898601e+00
4.330448e+00,9.658520e-01,1.776048e+00,-8.866746e-01,-7.246390e-01,-4.742481e-01,1.239437e+00
5.599526e+00,2.490793e+00,4.047519e-01,-1.357209e+00,9.290515e-02,-3.830897e-01,1.413296e+00
9.113654e+00,2.047190e+00,1.570162e+00,8.470794e-01,-1.929369e-01,1.077092e+00,1.383797e+00
5.988814e+00,2.293783e+00,1.414389e+00,-2.504327e-01,-9.999741e-01,-4.082069e-01,1.108737e+00
