TimeStep,Temp,PotEnergy,TotEnergy,MeanSqDisp
0,3.996327e-01,-1.299300e-02,-1.179410e-02,5.477226e-03
1,3.985214e-01,-1.298952e-02,-1.179396e-02,1.094942e-02
2,3.966403e-01,-1.298365e-02,-1.179373e-02,1.641141e-02
3,3.939501e-01,-1.297525e-02,-1.179340e-02,2.185776e-02
4,3.903987e-01,-1.296418e-02,-1.179298e-02,2.728268e-02
5,3.859226e-01,-1.295024e-02,-1.179247e-02,3.267987e-02
6,3.804493e-01,-1.293324e-02,-1.179189e-02,3.804246e-02
7,3.739006e-01,-1.291296e-02,-1.179125e-02,4.336286e-02
8,3.661979e-01,-1.288922e-02,-1.179062e-02,4.863268e-02
9,3.572697e-01,-1.286184e-02,-1.179003e-02,5.384264e-02
10,3.470616e-01,-1.283065e-02,-1.178946e-02,5.898253e-02
11,3.355495e-01,-1.279554e-02,-1.178889e-02,6.404117e-02
12,3.227541e-01,-1.275660e-02,-1.178834e-02,6.900647e-02
13,3.087570e-01,-1.271407e-02,-1.178780e-02,7.386556e-02
14,2.937157e-01,-1.266841e-02,-1.178727e-02,7.860501e-02
15,2.778721e-01,-1.262036e-02,-1.178674e-02,8.321114e-02
16,2.615528e-01,-1.257089e-02,-1.178623e-02,8.767045e-02
17,2.451549e-01,-1.252118e-02,-1.178571e-02,9.197016e-02
18,2.291192e-01,-1.247258e-02,-1.178522e-02,9.609873e-02
19,2.138920e-01,-1.242643e-02,-1.178475e-02,1.000464e-01
20,1.998833e-01,-1.238397e-02,-1.178432e-02,1.038058e-01
21,1.874302e-01,-1.234621e-02,-1.178392e-02,1.073720e-01
22,1.767708e-01,-1.231389e-02,-1.178358e-02,1.107428e-01
23,1.680333e-01,-1.228739e-02,-1.178329e-02,1.139189e-01
24,1.612396e-01,-1.226676e-02,-1.178305e-02,1.169032e-01
25,1.563186e-01,-1.225178e-02,-1.178282e-02,1.197011e-01
26,1.531271e-01,-1.224201e-02,-1.178263e-02,1.223197e-01
27,1.514720e-01,-1.223687e-02,-1.178246e-02,1.247677e-01
28,1.511317e-01,-1.223571e-02,-1.178231e-02,1.270546e-01
29,1.518739e-01,-1.223781e-02,-1.178219e-02,1.291906e-01
30,1.534706e-01,-1.224249e-02,-1.178208e-02,1.311864e-01
31,1.557092e-01,-1.224910e-02,-1.178197e-02,1.330523e-01
32,1.584000e-01,-1.225708e-02,-1.178188e-02,1.347988e-01
33,1.613817e-01,-1.226594e-02,-1.178180e-02,1.364357e-01
34,1.645234e-01,-1.227529e-02,-1.178172e-02,1.379724e-01
35,1.677238e-01,-1.228482e-02,-1.178165e-02,1.394175e-01
36,1.709088e-01,-1.229431e-02,-1.178158e-02,1.407793e-01
37,1.740259e-01,-1.230360e-02,-1.178152e-02,1.420652e-01
38,1.770376e-01,-1.231258e-02,-1.178147e-02,1.432821e-01
39,1.799152e-01,-1.232116e-02,-1.178141e-02,1.444362e-01
40,1.826329e-01,-1.232926e-02,-1.178136e-02,1.455333e-01
41,1.851649e-01,-1.233681e-02,-1.178132e-02,1.465786e-01
42,1.874848e-01,-1.234373e-02,-1.178128e-02,1.475771e-01
43,1.895665e-01,-1.234994e-02,-1.178124e-02,1.485329e-01
44,1.913869e-01,-1.235536e-02,-1.178120e-02,1.494499e-01
45,1.929285e-01,-1.235995e-02,-1.178117e-02,1.503314e-01
46,1.941817e-01,-1.236369e-02,-1.178114e-02,1.511802e-01
47,1.951458e-01,-1.236655e-02,-1.178112e-02,1.519986e-01
48,1.958297e-01,-1.236858e-02,-1.178109e-02,1.527885e-01
49,1.962514e-01,-1.236983e-02,-1.178108e-02,1.535513e-01
50,1.964364e-01,-1.237038e-02,-1.178107e-02,1.542880e-01
51,1.964168e-01,-1.237033e-02,-1.178108e-02,1.549993e-01
52,1.962288e-01,-1.236977e-02,-1.178108e-02,1.556854e-01
53,1.959119e-01,-1.236882e-02,-1.178108e-02,1.563466e-01
54,1.955074e-01,-1.236760e-02,-1.178108e-02,1.569826e-01
55,1.950575e-01,-1.236625e-02,-1.178108e-02,1.575933e-01
56,1.946046e-01,-1.236488e-02,-1.178107e-02,1.581783e-01
57,1.941901e-01,-1.236363e-02,-1.178106e-02,1.587375e-01
58,1.938531e-01,-1.236261e-02,-1.178105e-02,1.592704e-01
59,1.936284e-01,-1.236195e-02,-1.178106e-02,1.597770e-01
60,1.935443e-01,-1.236173e-02,-1.178110e-02,1.602572e-01
61,1.936194e-01,-1.236200e-02,-1.178114e-02,1.607111e-01
62,1.938614e-01,-1.236278e-02,-1.178120e-02,1.611390e-01
63,1.942651e-01,-1.236407e-02,-1.178128e-02,1.615416e-01
64,1.948132e-01,-1.236579e-02,-1.178135e-02,1.619195e-01
65,1.954777e-01,-1.236786e-02,-1.178143e-02,1.622737e-01
66,1.962230e-01,-1.237018e-02,-1.178151e-02,1.626051e-01
67,1.970100e-01,-1.237261e-02,-1.178158e-02,1.629149e-01
68,1.978000e-01,-1.237505e-02,-1.178165e-02,1.632041e-01
69,1.985594e-01,-1.237742e-02,-1.178174e-02,1.634737e-01
70,1.992625e-01,-1.237962e-02,-1.178183e-02,1.637249e-01
71,1.998944e-01,-1.238160e-02,-1.178192e-02,1.639583e-01
72,2.004517e-01,-1.238335e-02,-1.178199e-02,1.641747e-01
73,2.009426e-01,-1.238488e-02,-1.178205e-02,1.643746e-01
74,2.013849e-01,-1.238626e-02,-1.178210e-02,1.645586e-01
75,2.018025e-01,-1.238757e-02,-1.178216e-02,1.647269e-01
76,2.022212e-01,-1.238889e-02,-1.178222e-02,1.648800e-01
77,2.026636e-01,-1.239028e-02,-1.178229e-02,1.650181e-01
78,2.031442e-01,-1.239178e-02,-1.178235e-02,1.651416e-01
79,2.036675e-01,-1.239340e-02,-1.178240e-02,1.652509e-01
80,2.042264e-01,-1.239514e-02,-1.178246e-02,1.653466e-01
81,2.048053e-01,-1.239694e-02,-1.178252e-02,1.654292e-01
82,2.053829e-01,-1.239874e-02,-1.178259e-02,1.654992e-01
83,2.059372e-01,-1.240046e-02,-1.178265e-02,1.655574e-01
84,2.064491e-01,-1.240205e-02,-1.178270e-02,1.656042e-01
85,2.069054e-01,-1.240348e-02,-1.178276e-02,1.656402e-01
86,2.073003e-01,-1.240473e-02,-1.178283e-02,1.656657e-01
87,2.076353e-01,-1.240579e-02,-1.178289e-02,1.656811e-01
88,2.079183e-01,-1.240670e-02,-1.178294e-02,1.656867e-01
89,2.081624e-01,-1.240747e-02,-1.178298e-02,1.656825e-01
90,2.083839e-01,-1.240818e-02,-1.178303e-02,1.656687e-01
91,2.086006e-01,-1.240889e-02,-1.178309e-02,1.656453e-01
92,2.088305e-01,-1.240963e-02,-1.178314e-02,1.656125e-01
93,2.090897e-01,-1.241046e-02,-1.178319e-02,1.655702e-01
94,2.093919e-01,-1.241141e-02,-1.178323e-02,1.655187e-01
95,2.097474e-01,-1.241251e-02,-1.178327e-02,1.654581e-01
96,2.101632e-01,-1.241379e-02,-1.178330e-02,1.653887e-01
97,2.106423e-01,-1.241526e-02,-1.178334e-02,1.653108e-01
98,2.111843e-01,-1.241692e-02,-1.178337e-02,1.652249e-01
99,2.117859e-01,-1.241876e-02,-1.178341e-02,1.651314e-01
100,4.004261e-01,-1.242009e-02,-1.121881e-02,1.650374e-01
101,3.999842e-01,-1.241881e-02,-1.121886e-02,1.650225e-01
102,3.987088e-01,-1.241503e-02,-1.121890e-02,1.650859e-01
103,3.966557e-01,-1.240888e-02,-1.121891e-02,1.652259e-01
104,3.939013e-01,-1.240064e-02,-1.121893e-02,1.654397e-01
105,3.905399e-01,-1.239057e-02,-1.121896e-02,1.657235e-01
106,3.866792e-01,-1.237899e-02,-1.121895e-02,1.660730e-01
107,3.824352e-01,-1.236623e-02,-1.121893e-02,1.664830e-01
108,3.779242e-01,-1.235266e-02,-1.121889e-02,1.669480e-01
109,3.732568e-01,-1.233863e-02,-1.121886e-02,1.674622e-01
110,3.685322e-01,-1.232443e-02,-1.121884e-02,1.680197e-01
111,3.638350e-01,-1.231032e-02,-1.121881e-02,1.686146e-01
112,3.592353e-01,-1.229650e-02,-1.121879e-02,1.692414e-01
113,3.547904e-01,-1.228314e-02,-1.121877e-02,1.698944e-01
114,3.505473e-01,-1.227041e-02,-1.121877e-02,1.705686e-01
115,3.465442e-01,-1.225838e-02,-1.121875e-02,1.712590e-01
116,3.428106e-01,-1.224715e-02,-1.121872e-02,1.719614e-01
117,3.393656e-01,-1.223680e-02,-1.121870e-02,1.726716e-01
118,3.362158e-01,-1.222732e-02,-1.121868e-02,1.733862e-01
119,3.333549e-01,-1.221871e-02,-1.121865e-02,1.741019e-01
120,3.307658e-01,-1.221093e-02,-1.121863e-02,1.748160e-01
121,3.284249e-01,-1.220387e-02,-1.121860e-02,1.755262e-01
122,3.263073e-01,-1.219749e-02,-1.121857e-02,1.762301e-01
123,3.243917e-01,-1.219172e-02,-1.121854e-02,1.769261e-01
124,3.226635e-01,-1.218651e-02,-1.121852e-02,1.776124e-01
125,3.211164e-01,-1.218184e-02,-1.121849e-02,1.782874e-01
126,3.197529e-01,-1.217773e-02,-1.121847e-02,1.789499e-01
127,3.185846e-01,-1.217419e-02,-1.121843e-02,1.795986e-01
128,3.176303e-01,-1.217129e-02,-1.121840e-02,1.802326e-01
129,3.169124e-01,-1.216912e-02,-1.121838e-02,1.808510e-01
130,3.164503e-01,-1.216771e-02,-1.121836e-02,1.814532e-01
131,3.162538e-01,-1.216708e-02,-1.121832e-02,1.820389e-01
132,3.163173e-01,-1.216724e-02,-1.121829e-02,1.826083e-01
133,3.166182e-01,-1.216812e-02,-1.121827e-02,1.831615e-01
134,3.171178e-01,-1.216960e-02,-1.121825e-02,1.836991e-01
135,3.177657e-01,-1.217153e-02,-1.121823e-02,1.842221e-01
136,3.185038e-01,-1.217372e-02,-1.121821e-02,1.847313e-01
137,3.192694e-01,-1.217600e-02,-1.121819e-02,1.852279e-01
138,3.199971e-01,-1.217816e-02,-1.121817e-02,1.857130e-01
139,3.206205e-01,-1.218000e-02,-1.121814e-02,1.861876e-01
140,3.210740e-01,-1.218132e-02,-1.121810e-02,1.866527e-01
141,3.212969e-01,-1.218195e-02,-1.121806e-02,1.871091e-01
142,3.212392e-01,-1.218172e-02,-1.121800e-02,1.875573e-01
143,3.208688e-01,-1.218055e-02,-1.121794e-02,1.879973e-01
144,3.201793e-01,-1.217842e-02,-1.121788e-02,1.884290e-01
145,3.191971e-01,-1.217542e-02,-1.121783e-02,1.888516e-01
146,3.179855e-01,-1.217173e-02,-1.121777e-02,1.892642e-01
147,3.166431e-01,-1.216764e-02,-1.121771e-02,1.896653e-01
148,3.152960e-01,-1.216354e-02,-1.121766e-02,1.900536e-01
149,3.140823e-01,-1.215985e-02,-1.121761e-02,1.904276e-01
150,3.131323e-01,-1.215696e-02,-1.121757e-02,1.907858e-01
151,3.125472e-01,-1.215518e-02,-1.121754e-02,1.911273e-01
152,3.123826e-01,-1.215467e-02,-1.121752e-02,1.914515e-01
153,3.126412e-01,-1.215542e-02,-1.121750e-02,1.917584e-01
154,3.132744e-01,-1.215730e-02,-1.121748e-02,1.920484e-01
155,3.141930e-01,-1.216006e-02,-1.121748e-02,1.923225e-01
156,3.152833e-01,-1.216335e-02,-1.121750e-02,1.925818e-01
157,3.164248e-01,-1.216680e-02,-1.121753e-02,1.928279e-01
158,3.175085e-01,-1.217009e-02,-1.121757e-02,1.930622e-01
159,3.184514e-01,-1.217295e-02,-1.121760e-02,1.932858e-01
160,3.192070e-01,-1.217525e-02,-1.121763e-02,1.934999e-01
161,3.197699e-01,-1.217697e-02,-1.121766e-02,1.937054e-01
162,3.201730e-01,-1.217819e-02,-1.121768e-02,1.939026e-01
163,3.204773e-01,-1.217913e-02,-1.121770e-02,1.940919e-01
164,3.207567e-01,-1.218000e-02,-1.121773e-02,1.942735e-01
165,3.210798e-01,-1.218102e-02,-1.121778e-02,1.944476e-01
166,3.214954e-01,-1.218231e-02,-1.121782e-02,1.946144e-01
167,3.220232e-01,-1.218393e-02,-1.121786e-02,1.947744e-01
168,3.226541e-01,-1.218587e-02,-1.121791e-02,1.949282e-01
169,3.233578e-01,-1.218803e-02,-1.121796e-02,1.950765e-01
170,3.240936e-01,-1.219028e-02,-1.121800e-02,1.952201e-01
171,3.248206e-01,-1.219251e-02,-1.121805e-02,1.953600e-01
172,3.255038e-01,-1.219458e-02,-1.121807e-02,1.954970e-01
173,3.261156e-01,-1.219644e-02,-1.121809e-02,1.956319e-01
174,3.266331e-01,-1.219802e-02,-1.121812e-02,1.957655e-01
175,3.270354e-01,-1.219925e-02,-1.121814e-02,1.958985e-01
176,3.273007e-01,-1.220007e-02,-1.121817e-02,1.960312e-01
177,3.274066e-01,-1.220041e-02,-1.121819e-02,1.961640e-01
178,3.273327e-01,-1.220020e-02,-1.121820e-02,1.962971e-01
179,3.270651e-01,-1.219941e-02,-1.121821e-02,1.964303e-01
180,3.266016e-01,-1.219803e-02,-1.121822e-02,1.965635e-01
181,3.259555e-01,-1.219609e-02,-1.121822e-02,1.966960e-01
182,3.251568e-01,-1.219369e-02,-1.121822e-02,1.968272e-01
183,3.242512e-01,-1.219099e-02,-1.121824e-02,1.969560e-01
184,3.232948e-01,-1.218814e-02,-1.121826e-02,1.970815e-01
185,3.223485e-01,-1.218533e-02,-1.121828e-02,1.972024e-01
186,3.214711e-01,-1.218273e-02,-1.121831e-02,1.973177e-01
187,3.207127e-01,-1.218049e-02,-1.121836e-02,1.974262e-01
188,3.201098e-01,-1.217873e-02,-1.121840e-02,1.975271e-01
189,3.196826e-01,-1.217752e-02,-1.121847e-02,1.976196e-01
190,3.194336e-01,-1.217686e-02,-1.121856e-02,1.977033e-01
191,3.193509e-01,-1.217669e-02,-1.121864e-02,1.977778e-01
192,3.194142e-01,-1.217694e-02,-1.121870e-02,1.978431e-01
193,3.196018e-01,-1.217756e-02,-1.121875e-02,1.978993e-01
194,3.198978e-01,-1.217850e-02,-1.121880e-02,1.979466e-01
195,3.202947e-01,-1.217974e-02,-1.121886e-02,1.979854e-01
196,3.207917e-01,-1.218127e-02,-1.121890e-02,1.980161e-01
197,3.213882e-01,-1.218311e-02,-1.121895e-02,1.980393e-01
198,3.220770e-01,-1.218523e-02,-1.121900e-02,1.980559e-01
199,3.228390e-01,-1.218756e-02,-1.121904e-02,1.980666e-01
200,4.006506e-01,-1.218954e-02,-1.098759e-02,1.980881e-01
201,4.008239e-01,-1.219005e-02,-1.098758e-02,1.981349e-01
202,4.004994e-01,-1.218907e-02,-1.098757e-02,1.982074e-01
203,3.996784e-01,-1.218656e-02,-1.098753e-02,1.983054e-01
204,3.983842e-01,-1.218263e-02,-1.098748e-02,1.984283e-01
205,3.966575e-01,-1.217741e-02,-1.098743e-02,1.985750e-01
206,3.945472e-01,-1.217101e-02,-1.098737e-02,1.987437e-01
207,3.921028e-01,-1.216360e-02,-1.098729e-02,1.989325e-01
208,3.893729e-01,-1.215532e-02,-1.098720e-02,1.991389e-01
209,3.864076e-01,-1.214634e-02,-1.098712e-02,1.993605e-01
210,3.832632e-01,-1.213683e-02,-1.098704e-02,1.995942e-01
211,3.800016e-01,-1.212699e-02,-1.098698e-02,1.998372e-01
212,3.766865e-01,-1.211698e-02,-1.098692e-02,2.000863e-01
213,3.733781e-01,-1.210700e-02,-1.098686e-02,2.003384e-01
214,3.701340e-01,-1.209720e-02,-1.098680e-02,2.005903e-01
215,3.670148e-01,-1.208778e-02,-1.098674e-02,2.008392e-01
216,3.640924e-01,-1.207895e-02,-1.098667e-02,2.010820e-01
217,3.614525e-01,-1.207097e-02,-1.098662e-02,2.013160e-01
218,3.591893e-01,-1.206414e-02,-1.098657e-02,2.015389e-01
