PosX,PosY,PosZ,VelX,VelY,VelZ,Speed
5.981854e+00,8.592963e+00,7.720003e+00,-4.634007e-02,-1.915574e+00,-4.288241e-01,1.963533e+00
3.130395e+00,1.182128e+00,8.516239e+00,7.063383e-01,-1.538347e-01,-4.350196e-01,8.436948e-01
1.697579e+00,1.732177e+00,4.086876e+00,2.193928e-01,2.976498e-02,1.056560e+00,1.079508e+00
6.934707e+00,1.223713e+00,1.146501e+00,6.504460e-01,-6.138956e-01,-3.582823e-01,9.634905e-01
2.744895e+00,7.777277e+00,6.581899e+00,-1.030129e+00,-7.948260e-01,-1.912253e-01,1.315098e+00
1.662846e+00,1.514361e+00,3.549500e-01,-1.552309e-01,-3.690942e-01,7.242433e-01,8.275600e-01
1.689019e+00,4.769387e+00,9.104416e+00,-6.080234e-01,-1.079018e+00,-6.026320e-01,1.377366e+00
2.785508e+00,1.601810e+00,7.508135e+00,-2.482878e-01,1.220310e+00,-2.738573e-01,1.275069e+00
3.133543e+00,6.403073e+00,2.611268e+00,2.005566e-01,-3.273093e-01,3.267001e-01,5.040707e-01
5.373825e+00,7.332220e+00,8.413889e+00,9.356776e-01,3.998974e-01,5.794259e-01,1.170959e+00
2.126345e+00,1.483029e-01,5.685994e-01,3.436104e-02,-5.367773e-01,2.377139e-01,5.880634e-01
4.732239e+00,3.533589e+00,5.382412e+00,-9.014073e-01,3.452040e-01,1.109684e+00,1.470748e+00
6.528315e+00,2.783540e-01,8.574564e+00,-8.196712e-01,1.200676e+00,-6.534843e-01,1.593903e+00
5.779924e+00,2.489336e+00,1.551324e+00,3.654946e-02,4.123675e-01,-7.587916e-01,8.643769e-01
6.296399e+00,5.418457e+00,7.417441e+00,-4.101087e-02,-2.827150e-01,-1.171263e+00,1.205598e+00
5.731865e+00,1.486476e+00,8.744950e+00,-1.360322e-01,-7.616407e-01,5.188870e-01,9.315821e-01
7.946386e+00,5.830981e+00,8.372880e+00,-7.837435e-01,-1.232884e+00,2.050076e-01,1.475224e+00
